"Model","Scenario","Region","Variable","Unit","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Australia","Unemployment rate ; %","%",3.697540819644928,3.661131620407104,4.330709934234619,4.616832971572876,4.838487029075623,4.953889012336731,4.969149947166443,4.973620295524597,4.977327942848206,4.980403065681458,4.982953667640686,4.985069155693054,4.986823797225952,4.988279104232788,4.989486336708069,4.990487456321716,4.991317987442017,4.992006897926331,4.992577910423279,4.993051648139954,4.993443608283997,4.993768572807312,4.994038105010986,4.994261503219604,4.994447112083435,4.994600892066956,4.994728446006775,4.994834303855896,4.994921803474426
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Australia","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",1380.692962646484,1408.340118408203,1437.882781982422,1477.345581054688,1517.208984375,1557.846649169922,1599.415161132812,1641.931060791016,1685.411254882812,1729.782867431641,1774.864532470703,1820.631103515625,1867.075225830078,1914.188873291016,1961.990478515625,2010.530212402344,2059.809906005859,2109.825561523438,2160.572021484375,2212.073364257812,2264.3916015625,2317.534118652344,2371.501098632812,2426.292846679688,2481.811584472656,2537.833923339844,2594.313781738281,2651.225708007812,2708.542846679688
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Australia","Inflation rate ; %","%",5.476235389709473,5.729406833648682,3.58854728937149,2.538783013820648,2.224552273750305,2.165890991687775,2.184647917747498,2.246218502521515,2.279585421085358,2.288143217563629,2.305657029151917,2.311446905136108,2.296042144298553,2.275993704795837,2.260758757591248,2.245549201965332,2.227555453777313,2.209606051445007,2.195808172225952,2.189478754997253,2.194797158241272,2.209920585155487,2.230050444602966,2.252075612545013,2.273400962352753,2.291962802410126,2.306152880191803,2.317330420017242,2.325433492660522
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Australia","Gross Domestic Product (GDP)","2021 prices; AU$ Bn",2379.190002441406,2426.831176757812,2477.73876953125,2545.740417480469,2614.432556152344,2684.458740234375,2756.088989257812,2829.351745605469,2904.276306152344,2980.73681640625,3058.420776367188,3137.285034179688,3217.316955566406,3298.50244140625,3380.87353515625,3464.516540527344,3549.4345703125,3635.620788574219,3723.066345214844,3811.812561035156,3901.966735839844,3993.541198730469,4086.536315917969,4180.95263671875,4276.621704101562,4373.158569335938,4470.48388671875,4568.553588867188,4667.321899414062
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Austria","Unemployment rate ; %","%",4.75,5.075000047683716,5.237520933151245,5.728520750999451,5.962227582931519,6.133483648300171,6.274890184402466,6.391688823699951,6.488188505172729,6.567935824394226,6.633851170539856,6.688342332839966,6.733395099639893,6.77064847946167,6.80145537853241,6.826933145523071,6.848005175590515,6.865434050559998,6.879850387573242,6.891775369644165,6.901639819145203,6.909800052642822,6.916550517082214,6.9221351146698,6.926755547523499,6.930577993392944,6.933740377426147,6.936357259750366,6.938522219657898
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Austria","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",508.7779922485352,505.4758758544922,505.9562683105469,510.6752700805664,517.0602111816406,524.3642578125,532.4865264892578,541.46142578125,551.3274383544922,561.6850128173828,571.6566314697266,581.1239776611328,590.0561218261719,598.4236450195312,606.3906707763672,614.32177734375,622.2513580322266,630.1766357421875,638.0948944091797,646.0108337402344,653.9365081787109,661.8713531494141,669.8132781982422,677.7603454589844,685.6916809082031,693.5654602050781,701.3735961914062,709.1117858886719,716.7756652832031
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Austria","Inflation rate ; %","%",7.387844681739807,7.861233353614807,3.653046071529388,2.517012804746628,2.509414613246918,2.123501598834991,1.858766108751297,1.763370037078857,1.935911893844604,2.084660649299622,2.126470744609833,2.117554128170013,2.0816890001297,2.041540741920471,1.995949119329453,1.9510178565979,1.917198598384857,1.898591041564941,1.901972234249115,1.921745270490646,1.948507577180862,1.983819931745529,2.026936411857605,2.077001333236694,2.133294820785522,2.184587478637695,2.216660499572754,2.228978991508484,2.231635510921478
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Austria","Gross Domestic Product (GDP)","2015 prices; Euro Mn",380934.21875,378461.84375,378821.5234375,382354.75,387135.296875,392604.0234375,398685.359375,405405.078125,412792.015625,420546.96875,428012.96875,435101.390625,441789.078125,448054.046875,454019.15625,459957.375,465894.421875,471828.2578125,477756.84375,483683.7109375,489617.8828125,495558.859375,501505.1875,507455.3203125,513393.7109375,519289.015625,525135.140625,530928.90625,536667.03125
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Belgium","Unemployment rate ; %","%",5.550000071525574,5.524999976158142,5.907813310623169,6.236030101776123,6.383917927742004,6.456539869308472,6.508428692817688,6.550703763961792,6.586472272872925,6.616738557815552,6.642351031303406,6.664026975631714,6.682372212409973,6.697899341583252,6.711041927337646,6.722166776657104,6.731584548950195,6.739556670188904,6.746305704116821,6.752018809318542,6.75685453414917,6.760948419570923,6.764415144920349,6.767350792884827,6.76983642578125,6.771941900253296,6.773724675178528,6.775234580039978,6.7765132188797
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Belgium","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",624.8491516113281,633.3522796630859,640.2126617431641,650.6425018310547,662.4241638183594,674.2921447753906,686.0808715820312,697.77880859375,709.3744506835938,720.8179016113281,732.0134582519531,742.935302734375,753.5660247802734,763.8883666992188,773.9443054199219,783.8402099609375,793.5789337158203,803.1514587402344,812.5491027832031,821.7939300537109,830.9361724853516,839.9755859375,848.9066162109375,857.7235107421875,866.4494781494141,875.1441192626953,883.8116912841797,892.4495849609375,901.0554656982422
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Belgium","Inflation rate ; %","%",9.829620718955994,5.908712327480316,2.241225093603134,1.884477198123932,2.16878879070282,2.02359813451767,1.784637957811356,1.739770114421844,1.738570392131805,1.738026589155197,1.761560589075089,1.782455325126648,1.782877534627914,1.787162572145462,1.80229377746582,1.820030808448792,1.836946845054626,1.852897852659225,1.87055292725563,1.894151717424393,1.92722076177597,1.966826826334,2.005893677473068,2.040547847747803,2.068224668502808,2.086541533470154,2.095616519451141,2.100870609283447,2.103458106517792
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Belgium","Gross Domestic Product (GDP)","2015 prices; Euro Bn",465.3700256347656,471.7029037475586,476.8123474121094,484.5801773071289,493.3548355102539,502.1937637329102,510.9736862182617,519.6859588623047,528.3220825195312,536.8448333740234,545.1829986572266,553.3172607421875,561.2347106933594,568.9225006103516,576.4118957519531,583.7820587158203,591.0352020263672,598.1645660400391,605.1636505126953,612.0489349365234,618.8578186035156,625.5901184082031,632.24169921875,638.8082733154297,645.30712890625,651.7826385498047,658.2379913330078,664.6712799072266,671.0806732177734
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Brazil","Unemployment rate ; %","%",9.524999856948853,8.062500238418579,7.39049756526947,7.121024250984192,6.879798412322998,6.834696173667908,6.864794969558716,6.90406322479248,6.952977180480957,6.948259711265564,6.878119587898254,6.821070551872253,6.755528092384338,6.657184481620789,6.567973494529724,6.512175798416138,6.459070920944214,6.406556725502014,6.354114890098572,6.299028515815735,6.24623441696167,6.191242694854736,6.137421131134033,6.089033246040344,6.046996355056763,6.01343846321106,5.988825082778931,5.971324920654297,5.958695292472839
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Brazil","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",3245.247680664062,3343.845642089844,3385.252380371094,3444.532653808594,3521.887878417969,3598.657165527344,3672.310485839844,3742.58837890625,3809.240600585938,3875.815063476562,3949.926879882812,4032.736511230469,4124.725891113281,4226.43798828125,4337.019165039062,4454.02490234375,4577.507690429688,4707.828125,4845.371704101562,4989.851806640625,5140.229736328125,5296.633544921875,5459.335815429688,5628.624145507812,5804.128540039062,5984.702880859375,6170.334228515625,6361.145629882812,6557.263671875
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Brazil","Inflation rate ; %","%",9.32022988796234,4.71554833650589,3.059209048748016,2.859374105930328,3.679764568805695,3.901408135890961,3.608505129814148,3.222898960113525,2.949663519859314,2.855157613754272,2.925654590129852,3.08529007434845,3.179596364498138,3.229353487491608,3.290774285793304,3.377476572990417,3.495130956172943,3.630952835083008,3.774799287319183,3.926211774349213,4.086074590682983,4.250411987304688,4.400747656822205,4.519423246383667,4.607537508010864,4.677377223968506,4.732288599014282,4.79730224609375,4.856229066848755
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Brazil","Gross Domestic Product (GDP)","1995 prices; Real Bn",1249.890777587891,1287.865264892578,1303.812866210938,1326.644378662109,1356.437286376953,1386.004669189453,1414.371826171875,1441.438995361328,1467.109802246094,1492.750579833984,1521.294372558594,1553.188110351562,1588.617340087891,1627.791229248047,1670.381042480469,1715.445220947266,1763.003936767578,1813.196197509766,1866.170471191406,1921.816314697266,1979.733581542969,2039.971649169922,2102.635681152344,2167.836181640625,2235.430725097656,2304.978088378906,2376.473083496094,2449.963134765625,2525.497009277344
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Bulgaria","Unemployment rate ; %","%",4.150000095367432,4.337499976158142,4.179647088050842,4.41964590549469,4.312102437019348,4.466163039207458,4.42270028591156,4.49227774143219,4.610906481742859,4.720134377479553,4.775757908821106,4.655989289283752,4.473243713378906,4.460355281829834,4.538202047348022,4.610068678855896,4.577008128166199,4.407411694526672,4.33141016960144,4.373328804969788,4.389119505882263,4.408098936080933,4.416155815124512,4.448198795318604,4.524739384651184,4.551319241523743,4.535124897956848,4.515963792800903,4.515462875366211
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Bulgaria","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",174.2134628295898,177.3519859313965,181.7570915222168,187.4180183410645,193.462703704834,199.560173034668,205.6488838195801,211.7164421081543,217.750171661377,223.7194786071777,229.5732078552246,235.2900848388672,240.8523445129395,246.242359161377,251.4591827392578,256.5210456848145,261.4177322387695,266.1359405517578,270.66259765625,275.0191116333008,279.2646331787109,283.3990249633789,287.415397644043,291.3070602416992,295.0945892333984,298.8265609741211,302.5050811767578,306.1269912719727,309.6892471313477
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Bulgaria","Inflation rate ; %","%",15.55516982078552,9.6585733294487,7.776736795902252,2.302404701709747,1.191989678889513,1.213196650147438,2.023259162902832,1.443454772233963,0.9918200969696044,0.8226792812347412,0.8691055625677109,1.033649399876595,1.134564250707626,1.256645768880844,1.332594186067581,1.332209348678589,1.318167388439178,1.376496106386185,1.539173930883408,1.69608137011528,1.780389130115509,1.84040156006813,1.88982617855072,1.926541775465012,1.934105962514877,1.908036440610886,1.895670801401138,1.930961906909943,1.983153134584427
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Bulgaria","Gross Domestic Product (GDP)","2010 prices; Leva Bn",96.81145477294922,98.5555477142334,101.0034923553467,104.1493053436279,107.5083713531494,110.8967723846436,114.2803039550781,117.6520805358887,121.0050582885742,124.3222389221191,127.5751934051514,130.7520942687988,133.8430709838867,136.8383407592773,139.7373542785645,142.5502662658691,145.2713813781738,147.893310546875,150.4088096618652,152.8297500610352,155.1890106201172,157.4865112304688,159.7184410095215,161.8810615539551,163.9858055114746,166.0596961975098,168.1038665771484,170.1165809631348,172.0961532592773
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Canada","Unemployment rate ; %","%",5.24999988079071,5.375,6.229406714439392,6.602908253669739,6.629979014396667,6.586405634880066,6.54991090297699,6.519347429275513,6.493753671646118,6.472322583198547,6.454378128051758,6.439353823661804,6.426774859428406,6.4162437915802,6.407427072525024,6.400045990943909,6.393867135047913,6.388694286346436,6.384364128112793,6.380739092826843,6.377704739570618,6.375164389610291,6.373038053512573,6.371258139610291,6.369768261909485,6.368520855903625,6.367476940155029,6.366603016853333,6.36587131023407
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Canada","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",1930.735626220703,1950.992095947266,1960.589508056641,1985.427520751953,2020.322967529297,2058.121765136719,2097.937744140625,2139.85986328125,2183.982788085938,2230.003784179688,2277.187744140625,2325.484741210938,2374.923217773438,2425.532104492188,2477.29833984375,2530.171691894531,2584.168579101562,2639.312866210938,2695.62841796875,2752.930541992188,2810.818969726562,2869.238525390625,2928.171997070312,2987.6025390625,3047.408752441406,3107.328735351562,3167.296508789062,3227.26953125,3287.20458984375
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Canada","Inflation rate ; %","%",5.621769309043884,3.629251897335052,2.887979090213776,2.316509068012238,2.261825144290924,2.156611204147339,1.981388926506042,1.853737562894821,1.788374662399292,1.742309987545013,1.728597342967987,1.727183282375336,1.723468512296677,1.728932917118073,1.741178631782532,1.75147145986557,1.761004507541656,1.775315433740616,1.795878827571869,1.82132875919342,1.850553423166275,1.881664842367172,1.912787735462189,1.942926377058029,1.96931728720665,1.99009296298027,2.006736278533936,2.022583663463593,2.036208927631378
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Canada","Gross Domestic Product (GDP)","2017 prices; CN$ Mn",2326536.5,2350945.5625,2362510.4375,2392440.25,2434489.3125,2480036.875,2528015.0625,2578531.1875,2631699.375,2687154.625,2744011.25,2802209.1875,2861782.5625,2922766.3125,2985144.5625,3048856.9375,3113923.1875,3180372.1875,3248232.375,3317281.5,3387037,3457432.5,3528447.4375,3600061.1875,3672127.6875,3744331.3125,3816592.375,3888860,3961081.6875
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Chile","Unemployment rate ; %","%",7.799999952316284,8.604418516159058,7.592318177223206,6.613588333129883,6.64704430103302,6.689943671226501,6.768124222755432,6.899828553199768,7.042680144309998,7.143310546875,7.130349159240723,7.070508122444153,7.014715075492859,6.968547463417053,6.928976058959961,6.899509787559509,6.861333727836609,6.816025733947754,6.772917628288269,6.730295538902283,6.685910582542419,6.638607025146484,6.598219633102417,6.56532621383667,6.531533002853394,6.500784277915955,6.471797108650208,6.43854546546936,6.40433144569397
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Chile","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",490.2552032470703,490.1182403564453,498.0384216308594,510.8506088256836,526.3906860351562,541.0193634033203,554.1835632324219,565.7563171386719,575.6239624023438,584.4996337890625,593.9754028320312,604.2426452636719,615.3367309570312,627.2965393066406,639.9774475097656,653.0289459228516,666.4237518310547,680.1720123291016,694.2844390869141,708.7468872070312,723.513671875,738.5853118896484,753.9680786132812,769.6681976318359,785.6521606445312,801.8449249267578,818.2378845214844,834.8297271728516,851.6188659667969
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Chile","Inflation rate ; %","%",11.61113786697388,7.671573400497437,3.503049254417419,3.41505229473114,2.309734761714935,2.392097592353821,2.218971133232117,1.646742045879364,1.113529443740845,0.7330849170684814,0.5797638446092606,0.5629965662956238,0.5787555426359177,0.6054314523935318,0.6583871096372604,0.7423338443040848,0.8714282065629959,1.031703725457191,1.209418118000031,1.398514747619629,1.589746028184891,1.771193146705627,1.926188468933105,2.039259254932404,2.11051082611084,2.145211637020111,2.150936901569366,2.156338930130005,2.159331798553467
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Chile","Gross Domestic Product (GDP)","2018 prices; Peso Mn",205038180,204980896,208293328,213651740,220151028,226269140,231774768,236614812,240741736,244453784,248416812,252710844,257350700,262352624,267656132,273114616,278716696,284466600,290368800,296417400,302593272,308896648,315330136,321896360,328581288,335353544,342209536,349148696,356170384
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|China","Unemployment rate ; %","%",5.583500027656555,5.326481342315674,5.762578845024109,5.945336580276489,5.847743988037109,5.700294852256775,5.560340285301208,5.433588743209839,5.324581027030945,5.233339905738831,5.151937246322632,5.079135775566101,5.014039993286133,4.955843210220337,4.903819680213928,4.857316970825195,4.815749287605286,4.778590798377991,4.745370268821716,4.715665221214294,4.68909740447998,4.665328145027161,4.644054889678955,4.625006675720215,4.607941508293152,4.59264349937439,4.578919291496277,4.566596865653992,4.555521965026855
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|China","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",25688.1806640625,27028.4853515625,28070.19140625,29389.4482421875,30938.81689453125,32492.06494140625,34012.2939453125,35487.7421875,36906.5625,38276.2373046875,39626.509765625,40955.81640625,42258.9033203125,43530.4755859375,44765.62890625,45960.017578125,47108.634765625,48206.4775390625,49248.67578125,50248.4169921875,51238.3154296875,52220.6474609375,53194.236328125,54157.9150390625,55111.111328125,56053.45703125,56983.880859375,57901.2509765625,58804.4541015625
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|China","Inflation rate ; %","%",1.981393039226532,0.3269806569442153,0.7183486372232437,1.534592688083649,1.752537965774536,1.905188322067261,1.848292857408524,1.866029053926468,1.960028648376465,2.065165936946869,2.173477470874786,2.265016078948975,2.330218017101288,2.388813972473145,2.446299731731415,2.49908983707428,2.543630003929138,2.580953359603882,2.614621043205261,2.645861744880676,2.669645309448242,2.689837336540222,2.708108425140381,2.724013149738312,2.737624406814575,2.748627126216888,2.757023334503174,2.763888776302338,2.769168257713318
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|China","Gross Domestic Product (GDP)","2015 prices; Renminbi Bn",100194.962890625,105422.732421875,109485.833984375,114631.50390625,120674.708984375,126733.048828125,132662.591796875,138417.4765625,143951.484375,149293.8125,154560.453125,159745.3203125,164827.921875,169787.59765625,174605.2265625,179263.859375,183743.96484375,188026.01953125,192091.046875,195990.46484375,199851.4921875,203683.01171875,207480.4296875,211239.1875,214957.0625,218632.6171875,222261.66796875,225839.81640625,229362.69140625
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Croatia","Unemployment rate ; %","%",6.725000023841858,6.382500052452087,6.216997385025024,6.107380390167236,5.914775967597961,5.925455212593079,6.06436562538147,6.167937159538269,6.21542751789093,6.242842435836792,6.312120676040649,6.410177946090698,6.504435181617737,6.582255125045776,6.620093941688538,6.607336163520813,6.603441953659058,6.620129466056824,6.637478828430176,6.642303824424744,6.629313707351685,6.611346244812012,6.586912035942078,6.560711860656738,6.549456357955933,6.553001165390015,6.556579113006592,6.547393441200256,6.551727533340454
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Croatia","Gross Domestic Product (GDP)","2017 PPP ; US$ Bn",133.2437553405762,136.4740791320801,139.6018676757812,143.6805534362793,148.6803131103516,153.6541481018066,158.4816360473633,163.1387138366699,167.6015930175781,171.8509368896484,175.8725051879883,179.6461410522461,183.1518440246582,186.3707656860352,189.3236351013184,192.0737762451172,194.618839263916,196.9495964050293,199.0574378967285,200.96826171875,202.7456169128418,204.3927688598633,205.9062576293945,207.2828712463379,208.5385894775391,209.7104148864746,210.8008728027344,211.8086242675781,212.7324104309082
"NiGEM NGFS v1.24.2[GCAM 6.0 NGFS]","Baseline","NiGEM NGFS v1.24.2|Croatia","Inflation rate ; %","%",10.74953758716583,8.266406297683716,3.388949751853943,1.82415097951889,1.609976232051849,2.056904256343842,1.67660129070282,1.268127799034119,1.121447145938873,1.137086510658264,1.278365582227707,1.417296886444092,1.447408437728882,1.436628371477127,1.422187805175781,1.412488013505936,1.417498201131821,1.432530552148819,1.457734823226929,1.499174982309341,1.563394278287888,1.649178892374039,1.742554873228073,1.833856105804443,1.917669862508774,1.986410349607468,2.036240637302399,2.081163227558136,2.124787867069244
