Scenario,Country,Variable,ISO,Year,Value
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2005,0.475749171
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2006,0.452421102
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2007,0.427750619
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2008,0.469080117
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2009,0.498164209
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2010,0.466811801
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2011,0.477977719
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2012,0.495613729
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2013,0.518253481
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2014,0.463921401
Observed,Armenia,Governance Index|Government Effectiveness,ARM,2015,0.471517644
Observed,Australia,Governance Index,AUS,1996,0.879055779
Observed,Australia,Governance Index,AUS,1998,0.869525392
Observed,Australia,Governance Index,AUS,2000,0.890957459
Observed,Australia,Governance Index,AUS,2002,0.8723864
Observed,Australia,Governance Index,AUS,2003,0.880969361
Observed,Australia,Governance Index,AUS,2004,0.895474808
Observed,Australia,Governance Index,AUS,2005,0.875404346
Observed,Australia,Governance Index,AUS,2006,0.873075131
Observed,Australia,Governance Index,AUS,2007,0.87980791
Observed,Australia,Governance Index,AUS,2008,0.883905841
Observed,Australia,Governance Index,AUS,2009,0.879508387
Observed,Australia,Governance Index,AUS,2010,0.880111233
Observed,Australia,Governance Index,AUS,2011,0.885653154
Observed,Australia,Governance Index,AUS,2012,0.883085422
Observed,Australia,Governance Index,AUS,2013,0.875414529
Observed,Australia,Governance Index,AUS,2014,0.881180988
Observed,Australia,Governance Index,AUS,2015,0.869933129
Observed,Australia,Governance Index|Control of Corruption,AUS,1996,0.86340742
Observed,Australia,Governance Index|Control of Corruption,AUS,1998,0.857077661
Observed,Australia,Governance Index|Control of Corruption,AUS,2000,0.873984358
Observed,Australia,Governance Index|Control of Corruption,AUS,2002,0.847797305
Observed,Australia,Governance Index|Control of Corruption,AUS,2003,0.880117034
Observed,Australia,Governance Index|Control of Corruption,AUS,2004,0.898303854
Observed,Australia,Governance Index|Control of Corruption,AUS,2005,0.880694245
Observed,Australia,Governance Index|Control of Corruption,AUS,2006,0.882586556
Observed,Australia,Governance Index|Control of Corruption,AUS,2007,0.89419139
Observed,Australia,Governance Index|Control of Corruption,AUS,2008,0.901466261
Observed,Australia,Governance Index|Control of Corruption,AUS,2009,0.903582006
Observed,Australia,Governance Index|Control of Corruption,AUS,2010,0.898924752
Observed,Australia,Governance Index|Control of Corruption,AUS,2011,0.901962968
Observed,Australia,Governance Index|Control of Corruption,AUS,2012,0.888396007
Observed,Australia,Governance Index|Control of Corruption,AUS,2013,0.84219505
Observed,Australia,Governance Index|Control of Corruption,AUS,2014,0.857897401
Observed,Australia,Governance Index|Control of Corruption,AUS,2015,0.864498676
Observed,Australia,Governance Index|Government Effectiveness,AUS,1996,0.870526498
Observed,Australia,Governance Index|Government Effectiveness,AUS,1998,0.846500673
Observed,Australia,Governance Index|Government Effectiveness,AUS,2000,0.87248422
Observed,Australia,Governance Index|Government Effectiveness,AUS,2002,0.853921114
Observed,Australia,Governance Index|Government Effectiveness,AUS,2003,0.878069946
Observed,Australia,Governance Index|Government Effectiveness,AUS,2004,0.912479168
Observed,Australia,Governance Index|Government Effectiveness,AUS,2005,0.860486247
Observed,Australia,Governance Index|Government Effectiveness,AUS,2006,0.852499684
Observed,Australia,Governance Index|Government Effectiveness,AUS,2007,0.875611414
Observed,Australia,Governance Index|Government Effectiveness,AUS,2008,0.869184834
Observed,Australia,Governance Index|Government Effectiveness,AUS,2009,0.851244698
Observed,Australia,Governance Index|Government Effectiveness,AUS,2010,0.864055246
Observed,Australia,Governance Index|Government Effectiveness,AUS,2011,0.849243395
Observed,Australia,Governance Index|Government Effectiveness,AUS,2012,0.834084808
Observed,Australia,Governance Index|Government Effectiveness,AUS,2013,0.837834148
Observed,Australia,Governance Index|Government Effectiveness,AUS,2014,0.831170404
Observed,Australia,Governance Index|Government Effectiveness,AUS,2015,0.822562472
Observed,Austria,Governance Index,AUT,1996,0.885184522
Observed,Austria,Governance Index,AUT,1998,0.874003454
Observed,Austria,Governance Index,AUT,2000,0.867999946
Observed,Austria,Governance Index,AUT,2002,0.894566464
Observed,Austria,Governance Index,AUT,2003,0.88659754
Observed,Austria,Governance Index,AUT,2004,0.889345585
Observed,Austria,Governance Index,AUT,2005,0.87842426
Observed,Austria,Governance Index,AUT,2006,0.885160508
Observed,Austria,Governance Index,AUT,2007,0.899901945
Observed,Austria,Governance Index,AUT,2008,0.88748302
Observed,Austria,Governance Index,AUT,2009,0.864818163
Observed,Austria,Governance Index,AUT,2010,0.867114331
Observed,Austria,Governance Index,AUT,2011,0.85144218
Observed,Austria,Governance Index,AUT,2012,0.861734808
Observed,Austria,Governance Index,AUT,2013,0.868028731
Observed,Austria,Governance Index,AUT,2014,0.862456051
Observed,Austria,Governance Index,AUT,2015,0.850347016
Observed,Austria,Governance Index|Control of Corruption,AUT,1996,0.829942997
Observed,Austria,Governance Index|Control of Corruption,AUT,1998,0.85737113
Observed,Austria,Governance Index|Control of Corruption,AUT,2000,0.84770125
Observed,Austria,Governance Index|Control of Corruption,AUT,2002,0.883938529
Observed,Austria,Governance Index|Control of Corruption,AUT,2003,0.896223663
Observed,Austria,Governance Index|Control of Corruption,AUT,2004,0.903112665
Observed,Austria,Governance Index|Control of Corruption,AUT,2005,0.873711001
Observed,Austria,Governance Index|Control of Corruption,AUT,2006,0.871975741
Observed,Austria,Governance Index|Control of Corruption,AUT,2007,0.894762776
Observed,Austria,Governance Index|Control of Corruption,AUT,2008,0.855497035
Observed,Austria,Governance Index|Control of Corruption,AUT,2009,0.823226955
Observed,Austria,Governance Index|Control of Corruption,AUT,2010,0.796130647
Observed,Austria,Governance Index|Control of Corruption,AUT,2011,0.760736324
Observed,Austria,Governance Index|Control of Corruption,AUT,2012,0.75101784
Observed,Austria,Governance Index|Control of Corruption,AUT,2013,0.788140499
Observed,Austria,Governance Index|Control of Corruption,AUT,2014,0.770609937
Observed,Austria,Governance Index|Control of Corruption,AUT,2015,0.780871892
Observed,Austria,Governance Index|Government Effectiveness,AUT,1996,0.856506219
Observed,Austria,Governance Index|Government Effectiveness,AUT,1998,0.885210151
Observed,Austria,Governance Index|Government Effectiveness,AUT,2000,0.896713134
Observed,Austria,Governance Index|Government Effectiveness,AUT,2002,0.899442516
Observed,Austria,Governance Index|Government Effectiveness,AUT,2003,0.910255229
Observed,Austria,Governance Index|Government Effectiveness,AUT,2004,0.88369712
Observed,Austria,Governance Index|Government Effectiveness,AUT,2005,0.84693319
Observed,Austria,Governance Index|Government Effectiveness,AUT,2006,0.876725809
Observed,Austria,Governance Index|Government Effectiveness,AUT,2007,0.884690666
Observed,Austria,Governance Index|Government Effectiveness,AUT,2008,0.866513609
Observed,Austria,Governance Index|Government Effectiveness,AUT,2009,0.843268151
Observed,Austria,Governance Index|Government Effectiveness,AUT,2010,0.878907986
Observed,Austria,Governance Index|Government Effectiveness,AUT,2011,0.833336405
Observed,Austria,Governance Index|Government Effectiveness,AUT,2012,0.824814399
Observed,Austria,Governance Index|Government Effectiveness,AUT,2013,0.827378721
Observed,Austria,Governance Index|Government Effectiveness,AUT,2014,0.824145714
Observed,Austria,Governance Index|Government Effectiveness,AUT,2015,0.805185257
Observed,Azerbaijan,Governance Index,AZE,1996,0.295011597
Observed,Azerbaijan,Governance Index,AZE,1998,0.316206758
Observed,Azerbaijan,Governance Index,AZE,2000,0.316960823
Observed,Azerbaijan,Governance Index,AZE,2002,0.325920632
Observed,Azerbaijan,Governance Index,AZE,2003,0.350538293
Observed,Azerbaijan,Governance Index,AZE,2004,0.339151006
Observed,Azerbaijan,Governance Index,AZE,2005,0.342665154
Observed,Azerbaijan,Governance Index,AZE,2006,0.336837675
Observed,Azerbaijan,Governance Index,AZE,2007,0.34999521
Observed,Azerbaijan,Governance Index,AZE,2008,0.360240599
Observed,Azerbaijan,Governance Index,AZE,2009,0.366994102
Observed,Azerbaijan,Governance Index,AZE,2010,0.356538744
Observed,Azerbaijan,Governance Index,AZE,2011,0.351284763
Observed,Azerbaijan,Governance Index,AZE,2012,0.346242689
Observed,Azerbaijan,Governance Index,AZE,2013,0.373724869
Observed,Azerbaijan,Governance Index,AZE,2014,0.374047209
Observed,Azerbaijan,Governance Index,AZE,2015,0.37346283
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,1996,0.097516393
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,1998,0.131018184
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2000,0.130936746
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2002,0.158904998
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2003,0.198590789
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2004,0.162645852
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2005,0.18987333
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2006,0.179536256
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2007,0.171899117
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2008,0.165986495
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2009,0.156788841
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2010,0.144032086
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2011,0.159000476
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2012,0.170977332
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2013,0.2078816
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2014,0.195903439
Observed,Azerbaijan,Governance Index|Control of Corruption,AZE,2015,0.216366834
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,1996,0.317780153
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,1998,0.305546751
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2000,0.299552093
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2002,0.31521274
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2003,0.348201587
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2004,0.353171401
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2005,0.355814385
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2006,0.371258155
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2007,0.343660821
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2008,0.346843286
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2009,0.370323506
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2010,0.340048095
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2011,0.348549196
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2012,0.344990589
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2013,0.407570094
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2014,0.430197711
Observed,Azerbaijan,Governance Index|Government Effectiveness,AZE,2015,0.451871222
Observed,Bahamas,Governance Index,BHS,1996,0.779258389
Observed,Bahamas,Governance Index,BHS,1998,0.795561156
Observed,Bahamas,Governance Index,BHS,2000,0.808336399
Observed,Bahamas,Governance Index,BHS,2002,0.811331785
Observed,Bahamas,Governance Index,BHS,2003,0.795358961
Observed,Bahamas,Governance Index,BHS,2004,0.788818137
Observed,Bahamas,Governance Index,BHS,2005,0.782967366
Observed,Bahamas,Governance Index,BHS,2006,0.769023861
Observed,Bahamas,Governance Index,BHS,2007,0.772591762
Observed,Bahamas,Governance Index,BHS,2008,0.774868737
Observed,Bahamas,Governance Index,BHS,2009,0.746522215
Observed,Bahamas,Governance Index,BHS,2010,0.740541594
Observed,Bahamas,Governance Index,BHS,2011,0.735090363
Observed,Bahamas,Governance Index,BHS,2012,0.731339852
Observed,Bahamas,Governance Index,BHS,2013,0.719778743
Observed,Bahamas,Governance Index,BHS,2014,0.713515445
Observed,Bahamas,Governance Index,BHS,2015,0.698108539
Observed,Bahamas,Governance Index|Control of Corruption,BHS,1996,0.697333525
Observed,Bahamas,Governance Index|Control of Corruption,BHS,1998,0.738995594
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2000,0.741476135
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2002,0.766478652
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2003,0.765626243
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2004,0.760488768
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2005,0.738952403
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2006,0.742233889
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2007,0.738697784
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2008,0.740058879
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2009,0.745999032
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2010,0.742961338
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2011,0.74273796
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2012,0.735854811
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2013,0.739991811
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2014,0.733373446
Observed,Bahamas,Governance Index|Control of Corruption,BHS,2015,0.692485837
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,1996,0.78359056
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,1998,0.772611816
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2000,0.767673021
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2002,0.770691394
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2003,0.76521815
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2004,0.752799957
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2005,0.750571555
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2006,0.742206219
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2007,0.729830346
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2008,0.73808902
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2009,0.709386471
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2010,0.723066999
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2011,0.703605489
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2012,0.705536412
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2013,0.681729089
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2014,0.652515676
Observed,Bahamas,Governance Index|Government Effectiveness,BHS,2015,0.649254439
Observed,Bahrain,Governance Index,BHR,1996,0.562958314
Observed,Bahrain,Governance Index,BHR,1998,0.55978049
Observed,Bahrain,Governance Index,BHR,2000,0.567269818
Observed,Bahrain,Governance Index,BHR,2002,0.623363648
Observed,Bahrain,Governance Index,BHR,2003,0.603541636
Observed,Bahrain,Governance Index,BHR,2004,0.608606162
Observed,Bahrain,Governance Index,BHR,2005,0.57899672
Observed,Bahrain,Governance Index,BHR,2006,0.545671442
Observed,Bahrain,Governance Index,BHR,2007,0.559512327
Observed,Bahrain,Governance Index,BHR,2008,0.557038731
Observed,Bahrain,Governance Index,BHR,2009,0.565294725
Observed,Bahrain,Governance Index,BHR,2010,0.543833879
Observed,Bahrain,Governance Index,BHR,2011,0.519977657
Observed,Bahrain,Governance Index,BHR,2012,0.512844835
Observed,Bahrain,Governance Index,BHR,2013,0.509769167
Observed,Bahrain,Governance Index,BHR,2014,0.523166442
Observed,Bahrain,Governance Index,BHR,2015,0.516476338
Observed,Bahrain,Governance Index|Control of Corruption,BHR,1996,0.506465174
Observed,Bahrain,Governance Index|Control of Corruption,BHR,1998,0.493654195
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2000,0.518521874
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2002,0.619837686
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2003,0.52287664
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2004,0.534759893
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2005,0.520609903
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2006,0.475428537
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2007,0.472373176
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2008,0.474255411
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2009,0.473383402
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2010,0.47293543
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2011,0.480796029
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2012,0.51687229
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2013,0.530528891
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2014,0.494973691
Observed,Bahrain,Governance Index|Control of Corruption,BHR,2015,0.462711
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,1996,0.662215752
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,1998,0.62689948
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2000,0.624029991
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2002,0.616682732
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2003,0.602231865
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2004,0.615314391
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2005,0.584978034
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2006,0.584713089
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2007,0.587419069
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2008,0.582908036
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2009,0.601994023
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2010,0.597174573
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2011,0.610139839
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2012,0.616058441
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2013,0.623998366
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2014,0.619167118
Observed,Bahrain,Governance Index|Government Effectiveness,BHR,2015,0.618135666
Observed,Bangladesh,Governance Index,BGD,1996,0.391485912
Observed,Bangladesh,Governance Index,BGD,1998,0.419695797
