Scenario,ISO,Country,Year,Technology,wacc_projection,Region,IncomeLevel
Below2,BRA,Brazil,2050,Wind_Onshore,0.0192026129102046,Latin America and Caribbean,Upper middle income
Below2,CAN,Canada,2025,Wind_Onshore,0.0270709169578664,North America,High income
Below2,CAN,Canada,2030,Wind_Onshore,0.0251239757695867,North America,High income
Below2,CAN,Canada,2035,Wind_Onshore,0.0232912343645734,North America,High income
Below2,CAN,Canada,2040,Wind_Onshore,0.022279912864723,North America,High income
Below2,CAN,Canada,2045,Wind_Onshore,0.0219844155079275,North America,High income
Below2,CAN,Canada,2050,Wind_Onshore,0.0209951522274077,North America,High income
Below2,CHE,Switzerland,2025,Wind_Onshore,0.0116902156126157,Europe and Central Asia,High income
Below2,CHE,Switzerland,2030,Wind_Onshore,0.0106058580795338,Europe and Central Asia,High income
Below2,CHE,Switzerland,2035,Wind_Onshore,0.0108157570657805,Europe and Central Asia,High income
Below2,CHE,Switzerland,2040,Wind_Onshore,0.0118587027089222,Europe and Central Asia,High income
Below2,CHE,Switzerland,2045,Wind_Onshore,0.012447427699689,Europe and Central Asia,High income
Below2,CHE,Switzerland,2050,Wind_Onshore,0.0122956812793392,Europe and Central Asia,High income
Below2,CHL,Chile,2025,Wind_Onshore,0.0320872253160224,Latin America and Caribbean,High income
Below2,CHL,Chile,2030,Wind_Onshore,0.0282078504867022,Latin America and Caribbean,High income
Below2,CHL,Chile,2035,Wind_Onshore,0.0266830829978712,Latin America and Caribbean,High income
Below2,CHL,Chile,2040,Wind_Onshore,0.0271312828516515,Latin America and Caribbean,High income
Below2,CHL,Chile,2045,Wind_Onshore,0.0280359604164833,Latin America and Caribbean,High income
Below2,CHL,Chile,2050,Wind_Onshore,0.0273016627412659,Latin America and Caribbean,High income
Below2,CHN,China,2025,Wind_Onshore,-0.0466341791250336,East Asia and Pacific,Upper middle income
Below2,CHN,China,2030,Wind_Onshore,-0.0582604809019804,East Asia and Pacific,Upper middle income
Below2,CHN,China,2035,Wind_Onshore,-0.0706863616896705,East Asia and Pacific,Upper middle income
Below2,CHN,China,2040,Wind_Onshore,-0.0812892042894611,East Asia and Pacific,Upper middle income
Below2,CHN,China,2045,Wind_Onshore,-0.0924322715552745,East Asia and Pacific,Upper middle income
Below2,CHN,China,2050,Wind_Onshore,-0.1025588838222828,East Asia and Pacific,Upper middle income
Below2,CZE,Czech Republic,2025,Wind_Onshore,0.0205179760837954,Europe and Central Asia,High income
Below2,CZE,Czech Republic,2030,Wind_Onshore,0.0238051978780242,Europe and Central Asia,High income
Below2,CZE,Czech Republic,2035,Wind_Onshore,0.022741762876847,Europe and Central Asia,High income
Below2,CZE,Czech Republic,2040,Wind_Onshore,0.0225638687996656,Europe and Central Asia,High income
Below2,CZE,Czech Republic,2045,Wind_Onshore,0.0228836970075183,Europe and Central Asia,High income
Below2,CZE,Czech Republic,2050,Wind_Onshore,0.022364269932761,Europe and Central Asia,High income
Below2,DEU,Germany,2025,Wind_Onshore,0.0085674996780335,Europe and Central Asia,High income
Below2,DEU,Germany,2030,Wind_Onshore,0.0078839305526783,Europe and Central Asia,High income
Below2,DEU,Germany,2035,Wind_Onshore,0.007385672583541,Europe and Central Asia,High income
Below2,DEU,Germany,2040,Wind_Onshore,0.0067602657586817,Europe and Central Asia,High income
Below2,DEU,Germany,2045,Wind_Onshore,0.0062438174561826,Europe and Central Asia,High income
Below2,DEU,Germany,2050,Wind_Onshore,0.0058049295303455,Europe and Central Asia,High income
Below2,DNK,Denmark,2025,Wind_Onshore,0.0271534190900846,Europe and Central Asia,High income
Below2,DNK,Denmark,2030,Wind_Onshore,0.0293913110657334,Europe and Central Asia,High income
Below2,DNK,Denmark,2035,Wind_Onshore,0.0301471924535897,Europe and Central Asia,High income
Below2,DNK,Denmark,2040,Wind_Onshore,0.0304235663828333,Europe and Central Asia,High income
Below2,DNK,Denmark,2045,Wind_Onshore,0.0306574495942868,Europe and Central Asia,High income
Below2,DNK,Denmark,2050,Wind_Onshore,0.0305612818729947,Europe and Central Asia,High income
Below2,EGY,Egypt,2025,Wind_Onshore,0.07790465815572,Middle East and North Africa,Lower middle income
Below2,EGY,Egypt,2030,Wind_Onshore,0.0262820404540121,Middle East and North Africa,Lower middle income
Below2,EGY,Egypt,2035,Wind_Onshore,0.021829503419327,Middle East and North Africa,Lower middle income
Below2,EGY,Egypt,2040,Wind_Onshore,0.0215317909356724,Middle East and North Africa,Lower middle income
Below2,EGY,Egypt,2045,Wind_Onshore,0.0209543320137995,Middle East and North Africa,Lower middle income
Below2,EGY,Egypt,2050,Wind_Onshore,0.0194234543435851,Middle East and North Africa,Lower middle income
Below2,ESP,Spain,2025,Wind_Onshore,0.0477052884173727,Europe and Central Asia,High income
Below2,ESP,Spain,2030,Wind_Onshore,0.0456669119527423,Europe and Central Asia,High income
Below2,ESP,Spain,2035,Wind_Onshore,0.0456289076228791,Europe and Central Asia,High income
Below2,ESP,Spain,2040,Wind_Onshore,0.0453673338331202,Europe and Central Asia,High income
Below2,ESP,Spain,2045,Wind_Onshore,0.0449929948305361,Europe and Central Asia,High income
Below2,ESP,Spain,2050,Wind_Onshore,0.0442140987051614,Europe and Central Asia,High income
Below2,EST,Estonia,2025,Wind_Onshore,0.0312407688388142,Europe and Central Asia,High income
Below2,EST,Estonia,2030,Wind_Onshore,0.0253413290605814,Europe and Central Asia,High income
Below2,EST,Estonia,2035,Wind_Onshore,0.0264268004171443,Europe and Central Asia,High income
Below2,EST,Estonia,2040,Wind_Onshore,0.027738682616202,Europe and Central Asia,High income
Below2,EST,Estonia,2045,Wind_Onshore,0.0281839918210016,Europe and Central Asia,High income
Below2,EST,Estonia,2050,Wind_Onshore,0.0280653015948104,Europe and Central Asia,High income
Below2,FIN,Finland,2025,Wind_Onshore,0.0355443786195352,Europe and Central Asia,High income
Below2,FIN,Finland,2030,Wind_Onshore,0.0336827333630945,Europe and Central Asia,High income
Below2,FIN,Finland,2035,Wind_Onshore,0.0328349597620004,Europe and Central Asia,High income
Below2,FIN,Finland,2040,Wind_Onshore,0.0326474551282178,Europe and Central Asia,High income
Below2,FIN,Finland,2045,Wind_Onshore,0.0330991040119888,Europe and Central Asia,High income
Below2,FIN,Finland,2050,Wind_Onshore,0.0331148985734101,Europe and Central Asia,High income
Below2,FRA,France,2025,Wind_Onshore,0.0261952516403254,Europe and Central Asia,High income
Below2,FRA,France,2030,Wind_Onshore,0.0259919600588971,Europe and Central Asia,High income
Below2,FRA,France,2035,Wind_Onshore,0.0261670107614021,Europe and Central Asia,High income
Below2,FRA,France,2040,Wind_Onshore,0.0263257568676722,Europe and Central Asia,High income
Below2,FRA,France,2045,Wind_Onshore,0.0261188089569289,Europe and Central Asia,High income
Below2,FRA,France,2050,Wind_Onshore,0.0258224613704765,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2025,Wind_Onshore,0.0180910904964261,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2030,Wind_Onshore,0.0138071623010325,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2035,Wind_Onshore,0.011965785546439,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2040,Wind_Onshore,0.0100120857199085,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2045,Wind_Onshore,0.0086474875937522,Europe and Central Asia,High income
Below2,GBR,United Kingdom,2050,Wind_Onshore,0.0068221757144481,Europe and Central Asia,High income
Below2,GRC,Greece,2025,Wind_Onshore,0.0398090959444524,Europe and Central Asia,High income
Below2,GRC,Greece,2030,Wind_Onshore,0.0468466853382549,Europe and Central Asia,High income
Below2,GRC,Greece,2035,Wind_Onshore,0.0502255682014123,Europe and Central Asia,High income
Below2,GRC,Greece,2040,Wind_Onshore,0.0512223103437554,Europe and Central Asia,High income
Below2,GRC,Greece,2045,Wind_Onshore,0.0519799616066292,Europe and Central Asia,High income
Below2,GRC,Greece,2050,Wind_Onshore,0.0518798306548407,Europe and Central Asia,High income
Below2,HKG,Hong Kong,2025,Wind_Onshore,0.020298406213921,East Asia and Pacific,High income
Below2,HKG,Hong Kong,2030,Wind_Onshore,0.018194568146128,East Asia and Pacific,High income
Below2,HKG,Hong Kong,2035,Wind_Onshore,0.019139030558979,East Asia and Pacific,High income
Below2,HKG,Hong Kong,2040,Wind_Onshore,0.0185537629468644,East Asia and Pacific,High income
Below2,HKG,Hong Kong,2045,Wind_Onshore,0.0180358355368879,East Asia and Pacific,High income
Below2,HKG,Hong Kong,2050,Wind_Onshore,0.0175733356348964,East Asia and Pacific,High income
Below2,HRV,Croatia,2025,Wind_Onshore,0.0279373142059832,Europe and Central Asia,High income
Below2,HRV,Croatia,2030,Wind_Onshore,0.0264853118143865,Europe and Central Asia,High income
Below2,HRV,Croatia,2035,Wind_Onshore,0.0287825705204412,Europe and Central Asia,High income
Below2,HRV,Croatia,2040,Wind_Onshore,0.0287581957554414,Europe and Central Asia,High income
Below2,HRV,Croatia,2045,Wind_Onshore,0.0292588423865848,Europe and Central Asia,High income
Below2,HRV,Croatia,2050,Wind_Onshore,0.029676368451778,Europe and Central Asia,High income
Below2,HUN,Hungary,2025,Wind_Onshore,0.0296753956660767,Europe and Central Asia,High income
Below2,HUN,Hungary,2030,Wind_Onshore,0.0261623213667306,Europe and Central Asia,High income
Below2,HUN,Hungary,2035,Wind_Onshore,0.0219783181048806,Europe and Central Asia,High income
Below2,HUN,Hungary,2040,Wind_Onshore,0.0208398963862146,Europe and Central Asia,High income
Below2,HUN,Hungary,2045,Wind_Onshore,0.0210923355931104,Europe and Central Asia,High income
Below2,HUN,Hungary,2050,Wind_Onshore,0.0203696240768732,Europe and Central Asia,High income
Below2,IDN,Indonesia,2025,Wind_Onshore,0.0191337414393404,East Asia and Pacific,Lower middle income
Below2,IDN,Indonesia,2030,Wind_Onshore,0.0178995782653054,East Asia and Pacific,Lower middle income
Below2,IDN,Indonesia,2035,Wind_Onshore,0.0146523742234596,East Asia and Pacific,Lower middle income
Below2,IDN,Indonesia,2040,Wind_Onshore,0.0123708812336811,East Asia and Pacific,Lower middle income
Below2,IDN,Indonesia,2045,Wind_Onshore,0.0110780627233206,East Asia and Pacific,Lower middle income
Below2,IDN,Indonesia,2050,Wind_Onshore,0.0088985561091546,East Asia and Pacific,Lower middle income
Below2,IND,India,2025,Wind_Onshore,0.0097903443009299,South Asia,Lower middle income
Below2,IND,India,2030,Wind_Onshore,-0.0058584369605085,South Asia,Lower middle income
Below2,IND,India,2035,Wind_Onshore,-0.0143944769098533,South Asia,Lower middle income
Below2,IND,India,2040,Wind_Onshore,-0.0235359630615738,South Asia,Lower middle income
Below2,IND,India,2045,Wind_Onshore,-0.0341277752124794,South Asia,Lower middle income
Below2,IND,India,2050,Wind_Onshore,-0.0465532321745031,South Asia,Lower middle income
Below2,IRL,Ireland,2025,Wind_Onshore,0.0272132512880698,Europe and Central Asia,High income
Below2,IRL,Ireland,2030,Wind_Onshore,0.0238364175309514,Europe and Central Asia,High income
Below2,IRL,Ireland,2035,Wind_Onshore,0.0202347454763325,Europe and Central Asia,High income
Below2,IRL,Ireland,2040,Wind_Onshore,0.0188865815091844,Europe and Central Asia,High income
Below2,IRL,Ireland,2045,Wind_Onshore,0.0185700732785705,Europe and Central Asia,High income
Below2,IRL,Ireland,2050,Wind_Onshore,0.0176763471853139,Europe and Central Asia,High income
Below2,ITA,Italy,2025,Wind_Onshore,0.0291640061981467,Europe and Central Asia,High income
Below2,ITA,Italy,2030,Wind_Onshore,0.0333065395488078,Europe and Central Asia,High income
Below2,ITA,Italy,2035,Wind_Onshore,0.0360776819723051,Europe and Central Asia,High income
Below2,ITA,Italy,2040,Wind_Onshore,0.0385021447985951,Europe and Central Asia,High income
Below2,ITA,Italy,2045,Wind_Onshore,0.0408844054416408,Europe and Central Asia,High income
Below2,ITA,Italy,2050,Wind_Onshore,0.0429604789449624,Europe and Central Asia,High income
Below2,JPN,Japan,2025,Wind_Onshore,-0.0025103629577252,East Asia and Pacific,High income
Below2,JPN,Japan,2030,Wind_Onshore,0.0006100960884113,East Asia and Pacific,High income
Below2,JPN,Japan,2035,Wind_Onshore,0.0027176648279725,East Asia and Pacific,High income
Below2,JPN,Japan,2040,Wind_Onshore,0.0042726392930054,East Asia and Pacific,High income
Below2,JPN,Japan,2045,Wind_Onshore,0.0050925959543881,East Asia and Pacific,High income
Below2,JPN,Japan,2050,Wind_Onshore,0.0044293667185878,East Asia and Pacific,High income
Below2,KOR,South Korea,2025,Wind_Onshore,0.0116173346429348,East Asia and Pacific,High income
Below2,KOR,South Korea,2030,Wind_Onshore,0.0104310242520245,East Asia and Pacific,High income
Below2,KOR,South Korea,2035,Wind_Onshore,0.0076709443275538,East Asia and Pacific,High income
Below2,KOR,South Korea,2040,Wind_Onshore,0.0086338721847691,East Asia and Pacific,High income
Below2,KOR,South Korea,2045,Wind_Onshore,0.0097172092775905,East Asia and Pacific,High income
Below2,KOR,South Korea,2050,Wind_Onshore,0.0105802576269313,East Asia and Pacific,High income
Below2,LTU,Lithuania,2025,Wind_Onshore,0.029817465440886,Europe and Central Asia,High income
Below2,LTU,Lithuania,2030,Wind_Onshore,0.0280253581480127,Europe and Central Asia,High income
Below2,LTU,Lithuania,2035,Wind_Onshore,0.0282815896743064,Europe and Central Asia,High income
Below2,LTU,Lithuania,2040,Wind_Onshore,0.0298284995004608,Europe and Central Asia,High income
Below2,LTU,Lithuania,2045,Wind_Onshore,0.0308818047001954,Europe and Central Asia,High income
Below2,LTU,Lithuania,2050,Wind_Onshore,0.0307638819969744,Europe and Central Asia,High income
Below2,LVA,Latvia,2025,Wind_Onshore,0.0294268818233172,Europe and Central Asia,High income
Below2,LVA,Latvia,2030,Wind_Onshore,0.0303007618963481,Europe and Central Asia,High income
Below2,LVA,Latvia,2035,Wind_Onshore,0.0304051357097345,Europe and Central Asia,High income
Below2,LVA,Latvia,2040,Wind_Onshore,0.0311490303583711,Europe and Central Asia,High income
Below2,LVA,Latvia,2045,Wind_Onshore,0.0320491653206825,Europe and Central Asia,High income
Below2,LVA,Latvia,2050,Wind_Onshore,0.0319327271423696,Europe and Central Asia,High income
Below2,MEX,Mexico,2025,Wind_Onshore,0.012382000268405,Latin America and Caribbean,Upper middle income
Below2,MEX,Mexico,2030,Wind_Onshore,0.0074932947150187,Latin America and Caribbean,Upper middle income
Below2,MEX,Mexico,2035,Wind_Onshore,0.0058601638224365,Latin America and Caribbean,Upper middle income
Below2,MEX,Mexico,2040,Wind_Onshore,0.0053768801262675,Latin America and Caribbean,Upper middle income
Below2,MEX,Mexico,2045,Wind_Onshore,0.0052757324109156,Latin America and Caribbean,Upper middle income
Below2,MEX,Mexico,2050,Wind_Onshore,0.0041050747365343,Latin America and Caribbean,Upper middle income
Below2,MYS,Malaysia,2025,Wind_Onshore,0.0172844866884451,East Asia and Pacific,Upper middle income
Below2,MYS,Malaysia,2030,Wind_Onshore,0.0153059542421656,East Asia and Pacific,Upper middle income
Below2,MYS,Malaysia,2035,Wind_Onshore,0.0145538631687201,East Asia and Pacific,Upper middle income
Below2,MYS,Malaysia,2040,Wind_Onshore,0.0133322556830515,East Asia and Pacific,Upper middle income
Below2,MYS,Malaysia,2045,Wind_Onshore,0.0127403359695715,East Asia and Pacific,Upper middle income
Below2,MYS,Malaysia,2050,Wind_Onshore,0.0124998490825621,East Asia and Pacific,Upper middle income
Below2,NLD,Netherlands,2025,Wind_Onshore,0.0185533066056618,Europe and Central Asia,High income
Below2,NLD,Netherlands,2030,Wind_Onshore,0.0244841027189517,Europe and Central Asia,High income
Below2,NLD,Netherlands,2035,Wind_Onshore,0.0274682549402563,Europe and Central Asia,High income
Below2,NLD,Netherlands,2040,Wind_Onshore,0.028548865239943,Europe and Central Asia,High income
Below2,NLD,Netherlands,2045,Wind_Onshore,0.0289816024189367,Europe and Central Asia,High income
Below2,NLD,Netherlands,2050,Wind_Onshore,0.0292219555100637,Europe and Central Asia,High income
Below2,NOR,Norway,2025,Wind_Onshore,0.0208907411718231,Europe and Central Asia,High income
Below2,NOR,Norway,2030,Wind_Onshore,0.0178631410123754,Europe and Central Asia,High income
Below2,NOR,Norway,2035,Wind_Onshore,0.0160324576318063,Europe and Central Asia,High income
Below2,NOR,Norway,2040,Wind_Onshore,0.0163974196792316,Europe and Central Asia,High income
Below2,NOR,Norway,2045,Wind_Onshore,0.017400001115014,Europe and Central Asia,High income
Below2,NOR,Norway,2050,Wind_Onshore,0.017900142579283,Europe and Central Asia,High income
Below2,NZL,New Zealand,2025,Wind_Onshore,0.0216378354831479,East Asia and Pacific,High income
Below2,NZL,New Zealand,2030,Wind_Onshore,0.0146216038328847,East Asia and Pacific,High income
Below2,NZL,New Zealand,2035,Wind_Onshore,0.0137045047279953,East Asia and Pacific,High income
Below2,NZL,New Zealand,2040,Wind_Onshore,0.0145091743679922,East Asia and Pacific,High income
Below2,NZL,New Zealand,2045,Wind_Onshore,0.0154608061642637,East Asia and Pacific,High income
Below2,NZL,New Zealand,2050,Wind_Onshore,0.0152514483510824,East Asia and Pacific,High income
Below2,POL,Poland,2025,Wind_Onshore,0.0228351621153983,Europe and Central Asia,High income
Below2,POL,Poland,2030,Wind_Onshore,0.017412039953488,Europe and Central Asia,High income
Below2,POL,Poland,2035,Wind_Onshore,0.0119828149293554,Europe and Central Asia,High income
Below2,POL,Poland,2040,Wind_Onshore,0.0110069340201549,Europe and Central Asia,High income
Below2,POL,Poland,2045,Wind_Onshore,0.0121525458359637,Europe and Central Asia,High income
Below2,POL,Poland,2050,Wind_Onshore,0.0131408709800819,Europe and Central Asia,High income
Below2,PRT,Portugal,2025,Wind_Onshore,0.0305877277068797,Europe and Central Asia,High income
Below2,PRT,Portugal,2030,Wind_Onshore,0.0330060640448873,Europe and Central Asia,High income
Below2,PRT,Portugal,2035,Wind_Onshore,0.0348831322798909,Europe and Central Asia,High income
Below2,PRT,Portugal,2040,Wind_Onshore,0.0358025755721,Europe and Central Asia,High income
Below2,PRT,Portugal,2045,Wind_Onshore,0.03602562693978,Europe and Central Asia,High income
Below2,PRT,Portugal,2050,Wind_Onshore,0.0362415240837548,Europe and Central Asia,High income
Below2,ROU,Romania,2025,Wind_Onshore,0.019633340843246,Europe and Central Asia,Upper middle income
Below2,ROU,Romania,2030,Wind_Onshore,0.0152205719620259,Europe and Central Asia,Upper middle income
Below2,ROU,Romania,2035,Wind_Onshore,0.0148784213275008,Europe and Central Asia,Upper middle income
Below2,ROU,Romania,2040,Wind_Onshore,0.0144298650393434,Europe and Central Asia,Upper middle income
Below2,ROU,Romania,2045,Wind_Onshore,0.0146869343118299,Europe and Central Asia,Upper middle income
Below2,ROU,Romania,2050,Wind_Onshore,0.0148512567629324,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2025,Wind_Onshore,0.0137728934782266,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2030,Wind_Onshore,0.0096407039943561,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2035,Wind_Onshore,0.007748581322297,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2040,Wind_Onshore,0.0062215931843163,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2045,Wind_Onshore,0.0056026409202492,Europe and Central Asia,Upper middle income
Below2,RUS,Russia,2050,Wind_Onshore,0.0045676145269202,Europe and Central Asia,Upper middle income
Below2,SGP,Singapore,2025,Wind_Onshore,0.0123260485960412,East Asia and Pacific,High income
Below2,SGP,Singapore,2030,Wind_Onshore,0.0109203853220835,East Asia and Pacific,High income
Below2,SGP,Singapore,2035,Wind_Onshore,0.0123980037662233,East Asia and Pacific,High income
Below2,SGP,Singapore,2040,Wind_Onshore,0.0126303662454233,East Asia and Pacific,High income
Below2,SGP,Singapore,2045,Wind_Onshore,0.0141817867310847,East Asia and Pacific,High income
Below2,SGP,Singapore,2050,Wind_Onshore,0.0135512031701716,East Asia and Pacific,High income
Below2,SVK,Slovakia,2025,Wind_Onshore,0.0277362020875299,Europe and Central Asia,High income
Below2,SVK,Slovakia,2030,Wind_Onshore,0.027036251193565,Europe and Central Asia,High income
Below2,SVK,Slovakia,2035,Wind_Onshore,0.0270182626960198,Europe and Central Asia,High income
Below2,SVK,Slovakia,2040,Wind_Onshore,0.0254869220475309,Europe and Central Asia,High income
Below2,SVK,Slovakia,2045,Wind_Onshore,0.0249443890243301,Europe and Central Asia,High income
Below2,SVK,Slovakia,2050,Wind_Onshore,0.0246624007720784,Europe and Central Asia,High income
Below2,SVN,Slovenia,2025,Wind_Onshore,0.0193295036183059,Europe and Central Asia,High income
Below2,SVN,Slovenia,2030,Wind_Onshore,0.0204003334776974,Europe and Central Asia,High income
Below2,SVN,Slovenia,2035,Wind_Onshore,0.020200615489483,Europe and Central Asia,High income
Below2,SVN,Slovenia,2040,Wind_Onshore,0.0203955004416902,Europe and Central Asia,High income
Below2,SVN,Slovenia,2045,Wind_Onshore,0.0209625240308218,Europe and Central Asia,High income
Below2,SVN,Slovenia,2050,Wind_Onshore,0.0212641264510062,Europe and Central Asia,High income
Below2,SWE,Sweden,2025,Wind_Onshore,0.0384341276326407,Europe and Central Asia,High income
Below2,SWE,Sweden,2030,Wind_Onshore,0.0329988035830041,Europe and Central Asia,High income
Below2,SWE,Sweden,2035,Wind_Onshore,0.031341399199047,Europe and Central Asia,High income
Below2,SWE,Sweden,2040,Wind_Onshore,0.0306455256996197,Europe and Central Asia,High income
Below2,SWE,Sweden,2045,Wind_Onshore,0.030271767486831,Europe and Central Asia,High income
Below2,SWE,Sweden,2050,Wind_Onshore,0.0299959072193006,Europe and Central Asia,High income
Below2,TWN,Taiwan,2025,Wind_Onshore,0.0170380118972245,East Asia and Pacific,High income
Below2,TWN,Taiwan,2030,Wind_Onshore,0.0152934884582336,East Asia and Pacific,High income
Below2,TWN,Taiwan,2035,Wind_Onshore,0.0152134189156328,East Asia and Pacific,High income
Below2,TWN,Taiwan,2040,Wind_Onshore,0.0158667330035826,East Asia and Pacific,High income
Below2,TWN,Taiwan,2045,Wind_Onshore,0.0164633766194773,East Asia and Pacific,High income
Below2,TWN,Taiwan,2050,Wind_Onshore,0.0176643607014971,East Asia and Pacific,High income
Below2,USA,United States,2025,Wind_Onshore,-0.0395351889215857,North America,High income
Below2,USA,United States,2030,Wind_Onshore,-0.0430089022616474,North America,High income
Below2,USA,United States,2035,Wind_Onshore,-0.0465232691149751,North America,High income
Below2,USA,United States,2040,Wind_Onshore,-0.0504119465228077,North America,High income
Below2,USA,United States,2045,Wind_Onshore,-0.0542692593672608,North America,High income
Below2,USA,United States,2050,Wind_Onshore,-0.0586377499971708,North America,High income
Below2,VNM,Vietnam,2025,Wind_Onshore,0.0158725696200938,East Asia and Pacific,Lower middle income
Below2,VNM,Vietnam,2030,Wind_Onshore,0.014764458408043,East Asia and Pacific,Lower middle income
Below2,VNM,Vietnam,2035,Wind_Onshore,0.0115372362825218,East Asia and Pacific,Lower middle income
Below2,VNM,Vietnam,2040,Wind_Onshore,0.0103993271189131,East Asia and Pacific,Lower middle income
Below2,VNM,Vietnam,2045,Wind_Onshore,0.0103671495263635,East Asia and Pacific,Lower middle income
Below2,VNM,Vietnam,2050,Wind_Onshore,0.0093972817192174,East Asia and Pacific,Lower middle income
Below2,ZAF,South Africa,2025,Wind_Onshore,0.1241168660771309,Sub-Saharan Africa,Upper middle income
Below2,ZAF,South Africa,2030,Wind_Onshore,0.1147453853494799,Sub-Saharan Africa,Upper middle income
Below2,ZAF,South Africa,2035,Wind_Onshore,0.1146822376425178,Sub-Saharan Africa,Upper middle income
Below2,ZAF,South Africa,2040,Wind_Onshore,0.1153650369656349,Sub-Saharan Africa,Upper middle income
Below2,ZAF,South Africa,2045,Wind_Onshore,0.115213650649409,Sub-Saharan Africa,Upper middle income
Below2,ZAF,South Africa,2050,Wind_Onshore,0.1141947690499936,Sub-Saharan Africa,Upper middle income
Delayed transition,ARG,Argentina,2025,Wind_Onshore,0.2816447252490111,Latin America and Caribbean,Upper middle income
Delayed transition,ARG,Argentina,2030,Wind_Onshore,0.0323323102760281,Latin America and Caribbean,Upper middle income
Delayed transition,ARG,Argentina,2035,Wind_Onshore,0.0247968317422776,Latin America and Caribbean,Upper middle income
Delayed transition,ARG,Argentina,2040,Wind_Onshore,0.0282032260420475,Latin America and Caribbean,Upper middle income
