"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BGD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",938.4651,1197.27637170991,1559.24115052146,1998.10192235954,2533.07718775887,3079.17280185509,3667.13811505113,4348.04316963013,4980.05879284254,5718.26256893918,6471.07513280943,7296.68057850062,8072.81441307351,8755.55187683793,9381.27558879226,10074.3030470215,10756.1094447908
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BGR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",159.4959,175.221441770441,193.480687631345,209.314765564546,221.77962862082,234.83194606835,249.179128459014,263.910116486297,274.497446602996,286.013230330146,298.362054780449,312.187363708277,327.332519484153,341.376095821704,357.569034709124,374.172005990266,391.532635278678
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BHR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",66.9288,70.7460716206967,71.2163003257523,74.750283427817,80.3504034497208,87.6483500296209,94.9406848061848,105.292391348021,113.992495783195,125.284365256857,135.444203357505,145.970994019486,154.698146879483,162.433236669227,169.321945512699,178.20422326004,186.677765705162
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BIH","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",47.4507,52.9075803906215,58.4555980031124,64.1614494035854,68.0398009591035,70.5575487646345,72.4796087652829,74.4656061093872,75.3274492172435,76.1979022056675,77.5982576571816,78.4080692698739,79.5663434437015,80.5966194279519,81.9564797641132,83.1362994147062,84.6436254188239
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BLR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",174.2975,175.973390907753,165.241192910417,164.077296009167,173.269311125132,185.544212898181,200.072495750382,216.577271951084,233.853168094729,252.843071228969,272.668279012574,297.254843083031,322.176461032096,347.438690102047,373.254807486086,405.309003347713,439.049075999735
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BOL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",96.1152,99.1999445503335,105.362818666528,116.385910336953,134.336115603879,158.701385091693,190.646636643577,231.488066047456,276.060255963755,328.584058351661,386.794773606752,455.848821642368,533.469444130301,614.633957095481,702.170737110917,798.616825815243,896.798907971334
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BRA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",3078.2267,3174.19399494992,3265.43692561081,3549.44982436177,3981.62215489419,4538.1295043096,5223.45855454599,6052.30950437988,6862.80061064938,7765.04089181959,8693.70388360197,9758.80312173431,10877.443477951,11943.7659699474,13020.4910678902,14163.7396113906,15250.0041507775
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BRN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",25.5485,24.2529940450202,26.1808836447176,28.3364992214284,30.7962832784286,32.3750582541671,33.6708925759675,35.2794646568535,36.1131864537205,37.4342163207285,38.5696157117764,39.9886469169974,41.1662488382245,42.0709539605876,42.9532777716906,44.3456949514176,45.8218569601605
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","BWA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",32.7466,39.8082328139016,44.2946185227992,50.6421008090963,59.2727370652778,68.2834673129686,76.4390006787923,86.300537367503,96.5584819828484,109.981651504742,120.114645869118,136.501744125012,149.026671366108,165.763824096341,179.178474083938,195.950717691787,210.225068441436
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CAN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1633.8211,1764.78008408576,1912.22284942098,2138.0294588308,2375.18962142022,2633.11605306352,2904.85813161404,3153.71596623236,3397.44322575403,3656.2126685584,3908.46174877142,4150.26981748391,4407.15513933904,4652.65282624583,4901.39054747439,5124.37493200356,5315.61381769588
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CHE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",554.1454,571.772410206381,575.677767164376,596.805496679903,619.701608699021,644.477926180653,673.980622751911,710.057765509515,740.373789766405,773.311738556352,815.83635391626,853.374632386086,893.956722688358,930.107319897907,965.295579626586,993.063767081182,1019.28348689576
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CHL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",430.2798,466.447965985021,483.884134320364,517.351348643682,555.74005817392,600.292711107429,654.965581000941,714.354189249805,769.195798675421,829.750922760947,890.218973000234,959.41715758847,1028.44201390841,1086.0587530493,1137.48119785142,1187.10194494349,1224.9632159514
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CHN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",20823.6472,25212.5251743484,28273.3254062534,31915.9502955899,35421.5195507169,39136.1601380539,42715.1432380307,46179.9167101432,48841.9038761779,51428.7713094289,54193.6002674437,56225.1085466999,58261.9693178208,59254.2947367046,60265.5680899641,61451.7119597899,62812.5767193127
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CIV","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",129.6194,163.606793159651,204.286000487584,263.737108423731,342.21538676921,433.598687887436,530.972891428566,650.145717709898,786.460005886475,965.17477472532,1133.54655784532,1379.79132037823,1604.90381005392,1890.76659519734,2155.48918910741,2477.8556235475,2788.35837138247
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CMR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",92.4572,103.498790088774,120.627267069667,150.796695371854,195.746369224356,252.529847222078,317.867734164873,402.100347299313,504.853318272217,644.244120580474,786.257244236995,992.932898610675,1197.78335685368,1462.82798999749,1726.03441082648,2049.5714162883,2375.17482279941
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","COD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",94.7567,118.621374510857,141.809916428431,181.087659203479,249.628226648929,347.141193628703,472.274787305611,644.140995477597,867.968233854768,1183.24308148351,1536.67006497662,2058.14516881404,2623.79484628982,3375.41152542591,4185.75488206979,5211.94413618493,6320.46824345051
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","COG","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",20.2952,21.5076059641606,23.9890295391064,28.0021731232142,34.2760354045563,42.1291150599651,51.0603804846632,62.7732390417858,77.077513035749,96.7132711451247,116.462793566163,145.63154333413,174.459715816726,211.869057072652,248.718056397268,293.880802027159,339.238839789514
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","COL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",664.5907,745.17853029011,816.29184405551,924.185463390188,1068.36379683435,1237.07426435789,1430.23682570367,1651.3528258434,1861.32338361864,2088.4626728369,2318.57889985584,2577.16408399598,2840.34221790024,3079.11465046791,3311.09576993115,3551.52073253394,3771.45595752102
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CRI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",97.5938,110.791796526731,120.983720342289,136.687432560275,154.712342993845,174.14637456694,195.089239759881,218.131573810064,238.872864979742,260.62175273465,280.862243835045,302.834143242316,323.825942411983,340.864077281998,356.150421411787,371.411245015042,383.454375666742
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CUB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",72.6736,77.4469592381424,91.6525583848505,110.880243961475,138.985975804617,174.185090558539,216.107474324506,264.055384427901,311.69845136752,363.647042948936,417.502999824191,478.977990083416,544.923323438713,609.153483719697,674.418260776812,743.770715236916,811.027407011958
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CYP","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",35.9265,39.7145600413217,43.8536561750706,48.2046072687897,52.5419824683764,57.5296440183797,63.084348160649,69.1080173236908,74.3447648547105,80.2106612964867,86.4993426536234,93.0876175404979,99.6551794324754,105.369937363559,111.292213469782,117.081571901746,123.000848523839
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","CZE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",395.3227,397.464416469597,416.38559841528,435.577563237308,454.042028180787,476.990158168052,503.676387588922,532.022994451374,553.265055919126,577.55128407156,603.541312071231,631.34129067715,659.45625417237,682.514419122516,706.158483257935,726.764692675567,745.026322253956
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","DEU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",4078.7929,4006.34817557192,4076.74103962569,4187.031371486,4336.25517005692,4556.23562290305,4814.3591761835,5065.78023699854,5246.78189661573,5458.46084418786,5699.84520273361,5972.17563983487,6243.8168667201,6446.8227147623,6631.89733145107,6770.44950524708,6881.89003259284
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","DNK","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",304.8726,321.076153394981,332.94245873103,346.304525628984,359.562990353265,379.049825529341,403.870678739548,428.708506687694,448.909753379486,472.11423346395,496.981631420153,523.980802136301,551.787523134596,574.464656615785,595.818202300248,612.907786103168,627.618441574215
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","DOM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",193.3939,231.551079425021,280.917631297203,332.4462203224,382.749524767723,433.803104235013,489.806291277677,552.60665113475,610.944925077691,674.956296935625,739.576734205786,814.406354111235,893.104574357271,966.847939100037,1041.58018315193,1122.17213977243,1199.46870763576
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","DZA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",437.6875,465.889126229856,453.289234688331,468.328781502959,503.349536955737,562.279608486714,639.27130376107,751.500248717084,875.222015468201,1043.32020842951,1233.64914404246,1461.85986546302,1709.10787907863,1983.73675739375,2285.42782969511,2652.82895286057,3056.95736134302
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ECU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",191.0012,193.126765242888,210.072076825742,232.094364689323,259.469997603193,292.631824910045,334.012379872574,384.62881512314,437.500109416902,498.84095308353,564.309821068112,640.493167075151,722.322270724339,802.350549581661,884.481150223684,972.410996934854,1057.80308536944
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","EGY","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1216.3115,1372.98795578479,1612.65741049777,1963.06361499977,2451.60965593382,3098.01412100154,3869.57217776799,4879.17717659268,5949.73237367938,7278.82163129926,8707.33583605645,10338.8979680064,12013.2059085973,13744.4332853322,15498.895662107,17517.0739526225,19603.3115465897
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ERI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",5.8155,6.09915693431626,6.65070252458078,8.06520689947471,10.6687941893543,14.3411500016278,18.8531208653472,24.7975373169737,31.9730562947999,41.6398646308618,51.6212711214492,66.1598494344326,80.7426828951274,99.4110829487541,117.982296624657,140.985544894059,164.827578560473
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ESP","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1626.5496,1762.43847419079,1809.78685335647,1913.66558626866,2049.14482478407,2222.29913917504,2421.96988982865,2637.63311704612,2814.99380394045,3000.19343674909,3183.47299765645,3368.95955503085,3553.40107657805,3708.98401455862,3865.53315131995,3998.4368536586,4108.9376565519
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","EST","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",45.5961,45.7088392595001,52.9575223050297,57.2806350211603,59.7136585422604,61.5738760485755,63.5692759496815,65.1321032326071,66.2999605202947,67.7542060922107,69.1766564416352,70.6590568281711,72.0085696637881,72.6679263221743,73.307506822983,73.5820704129316,73.5913019244048
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ETH","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",254.3372,316.76772615949,407.407716606015,540.072897195825,732.853277364505,982.412511222592,1276.96971794466,1658.28327377681,2124.38886409878,2757.08023283732,3409.36294746034,4353.82169629378,5292.06209166213,6485.85454501638,7661.0404709005,9095.54752110045,10538.6074264283
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","FIN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",251.9178,254.916470638862,269.76057061679,281.914012868949,291.511874428602,304.319973272183,321.454735621403,338.111816616362,354.210481631971,373.173787200138,393.262066941092,414.796494894203,436.644669749757,455.157319215702,473.926494272425,490.523583965426,505.566202382325
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","FRA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2749.3065,2817.84987830211,2931.46002484045,3044.73768521749,3168.51294343623,3338.67112890436,3549.98684350421,3779.53880987877,3967.22100113874,4185.54535214291,4430.27969665841,4708.59658305171,5012.07815985274,5295.78204986,5599.58599088611,5889.9773826625,6170.24334159791
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GAB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.2615,31.399636811172,33.691971082056,39.073817821337,46.5943865631124,54.8020667010354,62.6943965097242,72.1583707062123,82.6579865152467,96.6098437250002,108.339398813015,126.204841248884,140.917289082545,159.748913238185,175.662485836991,195.256472879517,212.800216517596
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GBR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2728.5081,2921.12808396673,3085.59411827981,3297.54316271533,3549.99052410053,3885.32361695645,4286.15448891994,4702.73142803056,5083.59343380745,5505.06840270585,5953.38291458916,6431.03692913254,6917.39083301656,7346.11814954905,7771.14940145168,8150.84175467116,8496.30449533878
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GEO","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",50.2212,69.7237305989724,81.1268692037652,94.7247977809023,109.647176549269,122.255633104586,132.280644770052,140.71969817596,145.999297768591,150.294233385083,153.377506724638,157.764992357439,161.236311651154,164.228820304938,167.212923246248,173.009280000152,179.662256971529
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GHA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",160.8086,173.984876576395,205.538413754917,252.284526016737,319.035956366713,399.771308682667,488.637246724651,601.147956316195,734.864006511835,914.125786418213,1086.51514915013,1337.98357206731,1575.53352505833,1880.34945422424,2171.86741012744,2528.29553173564,2877.48411096686
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GRC","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",279.8135,312.762267225783,332.261193014589,348.237464960476,368.438546036611,393.349850819257,421.135673065937,450.222532800666,471.669634504672,494.187995107704,516.775366285141,539.838553568847,562.52006217488,580.521401909588,598.70661980844,613.378995313548,624.873324716644
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","GTM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",148.2861,165.109348518328,189.566257931902,220.075558302441,258.44672186002,305.01279557536,361.381607939727,429.082129335404,498.862501477151,577.228194727731,658.600592344643,751.815656829563,850.75270727278,946.302834371949,1043.7888164383,1147.56886074722,1248.16154882048
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","HKG","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",370.2566,394.592289476306,413.173884420513,433.032355529846,446.252425666777,453.415636726993,454.478891148698,455.545365214123,448.627406204864,444.564495867569,447.061482426321,447.52306072193,449.7329613576,445.384468807222,442.652786227439,443.071456638111,447.519667648993
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","HND","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",53.3624,61.1452830266728,69.9861747167905,81.9424992864032,98.1934637429739,119.300276496182,146.866714041005,182.444535629764,222.60679047964,271.183439251014,326.889873350149,393.663236310722,468.322245618089,545.567812452128,627.686568702522,717.265170694905,808.190289062726
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","HRV","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",111.2271,131.852018123305,143.972499223224,151.540455819065,155.505703872697,159.159837802609,162.859243090404,166.245594107879,167.109349253707,169.218768856189,172.454492037529,176.821702590091,181.728325713171,185.724527048831,190.490589604969,195.122447985126,200.067131052369
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","HTI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",35.081,30.6265562533259,32.5113410404891,38.8789412267858,47.8340554894408,59.972998046334,76.5182500610148,98.9117071088537,126.166949281195,161.112197506708,202.873826839663,255.207272070531,317.695338110239,387.837210026898,467.912255978471,560.324064269348,660.274282448731
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","HUN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",302.4031,323.404672491077,354.055603485903,378.532054788567,396.731693544101,415.033193374582,434.561708681858,452.84078035042,463.026482438094,474.140435136749,485.837322253899,498.358414983735,510.433769942569,517.445507950691,523.399624703085,525.742766449604,525.831498807075
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","IDN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2967.2769,3489.02457885733,4019.61016675355,4627.60925981946,5471.54140586202,6282.41950764246,7097.8760368637,8053.84364290434,8864.33421280254,9792.3097227055,10722.8838867717,11745.6802231933,12688.8548009761,13504.6276192411,14232.4547596196,15037.3887655881,15781.4225341444
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","IND","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",8405.4977,10627.79739583,13269.8558746135,15991.4869441417,19382.7801088562,23377.2235207361,27623.2523066267,32525.3427472184,37512.0077862297,42605.7522748129,47880.9615626326,53375.3182520269,59057.1809120929,64221.4371222168,69453.9060361826,74372.9455263741,79334.0904651748
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","IRL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",453.1625,550.896471667399,604.058122477759,656.603163587006,719.52775832238,807.518418484021,914.832292042898,1019.03655591129,1107.35937911672,1194.1468641055,1275.54780687029,1353.52104336474,1427.2906660032,1487.34594908497,1546.61353039764,1595.7070213486,1635.28171412608
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","IRN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1189.0812,1259.73324969543,1238.44236942883,1278.42773043326,1346.03562534891,1444.87127763339,1549.20841364668,1696.18732843248,1826.68678719643,2007.11085666513,2181.82949938334,2369.90095241832,2537.18146501694,2696.45508698976,2848.65896261928,3041.43628943085,3237.67553191404
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","IRQ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",371.2786,375.169270343033,381.785845556315,454.738893368925,642.655404015094,894.317403024748,1180.04397713861,1536.46525013534,1898.49882871203,2338.81036552668,2813.13248835101,3348.75135345658,3887.06554793054,4430.91300951414,4968.76322907357,5580.99465629015,6209.58426281965
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ISL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",17.4085,20.3738661370049,22.7200908944033,25.482832326862,28.0607121747092,30.504713276535,32.9993045645059,35.2616760106508,37.2789911801167,39.1664726557773,41.2096099591214,42.8127111776442,44.4457221123089,45.7873470110611,47.0062835563508,47.8101987716842,48.520268016458
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ISR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",328.7135,376.103416922375,398.309706183304,431.304652724093,482.91301401907,550.636281879533,620.890106056669,712.123061189161,798.193211359338,906.991938815632,1019.24404266291,1145.65057023856,1268.57355199434,1391.66449983938,1512.29812655348,1654.30093862054,1799.53591571141
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","ITA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2171.2251,2283.64381319387,2306.15743716454,2379.93647951214,2466.02817839629,2588.79686823713,2733.23293362741,2878.83959596089,2972.18750978858,3074.51667262144,3186.11576042009,3309.93279378423,3439.66326818487,3543.87627483882,3647.86298888864,3729.06171484517,3791.953373763
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Below 2?C","JAM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",27.2292,28.2804709639444,28.9949569936832,30.3464633508324,32.7360136823498,36.0626816264826,40.5488118346183,46.3466246038282,52.6066415087577,60.1082982758468,68.3128741796296,78.0367043707618,88.6345028620648,99.2318919632835,110.360601854021,122.581105329186,134.921103881229
