Scenario,Country,partner,partner_iso,Year,inflation,unemployment
Fragmented World,Bulgaria,Bulgaria,BGR,2023,0.010362153251965767,0.2865909735361735
Fragmented World,Canada,Canada,CAN,2023,-0.0490011175473531,0.3950982491175334
Fragmented World,Chile,Chile,CHL,2023,0.0067002375920613,0.20444583892822266
Fragmented World,China,China,CHN,2023,0.02522608357442847,-0.2580804427464803
Fragmented World,Croatia,Croatia,HRV,2023,0.0108650922775268,0.3132607936859131
Fragmented World,Czech Republic,Czech Republic,CZE,2023,0.0044455528259277005,0.4369249939918518
Fragmented World,Denmark,Denmark,DNK,2023,0.007889360189437833,-0.00024366378784176665
Fragmented World,Egypt,Egypt,EGY,2023,0.004829883575439433,0.5104473829269409
Fragmented World,Estonia,Estonia,EST,2023,-0.0165916283925374,0.0008731285730997334
Fragmented World,Finland,Finland,FIN,2023,-0.013027369976043666,0.11304072539011638
Fragmented World,France,France,FRA,2023,0.017637252807617135,-0.08840648333231603
Fragmented World,Germany,Germany,DEU,2023,0.018216828505198134,-0.043170889218648235
Fragmented World,Greece,Greece,GRC,2023,-0.0013992463548977334,0.2945099671681722
Fragmented World,Hong Kong,Hong Kong,HKG,2023,0.005395849545796666,0.5064197381337484
Fragmented World,Hungary,Hungary,HUN,2023,0.006483793258666933,0.5375545223553976
Fragmented World,India,India,IND,2023,0.0046209891637166,0.4672180414199829
Fragmented World,Indonesia,Indonesia,IDN,2023,0.0046921571095784,0.47283204396565753
Fragmented World,Ireland,Ireland,IRL,2023,0.0401320060094197,-0.13622808456420896
Fragmented World,Italy,Italy,ITA,2023,0.000572383403778,0.13376275698343912
Fragmented World,Japan,Japan,JPN,2023,0.008396367232004766,-0.08096969127655024
Fragmented World,Latvia,Latvia,LVA,2023,0.009715358416239368,0.020898699760436967
Fragmented World,Lithuania,Lithuania,LTU,2023,0.010086357593536334,0.0632774432500203
Fragmented World,Malaysia,Malaysia,MYS,2023,-0.03152008851369217,0.333954652150472
Fragmented World,Mexico,Mexico,MEX,2023,0.022288719813028896,0.4421215057373047
Fragmented World,Netherlands,Netherlands,NLD,2023,0.008135398228963166,-0.06401449441909786
Fragmented World,New Zealand,New Zealand,NZL,2023,0.005227128664652434,0.2171110510826111
Fragmented World,Norway,Norway,NOR,2023,0.003043611844380633,0.0064188241958618
Fragmented World,Poland,Poland,POL,2023,0.0060611565907796,0.3238586187362671
Fragmented World,Portugal,Portugal,PRT,2023,0.0016264518102009665,0.13253092765808108
Fragmented World,Romania,Romania,ROU,2023,0.0030581951141357,0.04390577475229893
Fragmented World,Russia,Russia,RUS,2023,-0.058366080125172866,0.0028022726376851336
Fragmented World,Singapore,Singapore,SGP,2023,0.005410949389139766,0.5136615335941315
Fragmented World,Slovakia,Slovakia,SVK,2023,0.0006045897801716333,0.2203441063563029
Fragmented World,Slovenia,Slovenia,SVN,2023,0.011980454126993766,0.26830408970514935
Fragmented World,South Africa,South Africa,ZAF,2023,-0.008932272593180267,0.23163112004597985
Fragmented World,South Korea,South Korea,KOR,2023,0.0038390954335529998,0.32064038515090937
Fragmented World,Spain,Spain,ESP,2023,0.0109603603680928,0.0274125734965006
Fragmented World,Sweden,Sweden,SWE,2023,0.004562139511108333,-0.0083379745483398
Fragmented World,Switzerland,Switzerland,CHE,2023,0.007581839958826667,0.24021485447883606
Fragmented World,Taiwan,Taiwan,TWN,2023,0.0056813259919484,0.39038604497909546
Fragmented World,Turkey,Turkey,TUR,2023,0.009972254435221333,0.341034730275472
Fragmented World,United Kingdom,United Kingdom,GBR,2023,0.12913703918457028,0.08760666847229
Fragmented World,United States,United States,USA,2023,0.23325471083323165,-0.0332443714141845
Fragmented World,Viet Nam,Viet Nam,VNM,2023,0.013770977656046499,0.5231022834777832
Nationally Determined Contributions (NDCs),Argentina,Argentina,ARG,2023,0.6371701558430989,0.29479555288950604
Nationally Determined Contributions (NDCs),Australia,Australia,AUS,2023,0.0591806570688883,-0.026877403259277333
Nationally Determined Contributions (NDCs),Austria,Austria,AUT,2023,0.450123389561971,0.027432958285013798
Nationally Determined Contributions (NDCs),Belgium,Belgium,BEL,2023,0.3192612926165263,-0.12003485361735028
Nationally Determined Contributions (NDCs),Brazil,Brazil,BRA,2023,0.47184799114863085,0.5285821755727133
Nationally Determined Contributions (NDCs),Bulgaria,Bulgaria,BGR,2023,1.039111708601316,0.29118915398915607
Nationally Determined Contributions (NDCs),Canada,Canada,CAN,2023,0.016728778680165604,0.27209119002024335
Nationally Determined Contributions (NDCs),Chile,Chile,CHL,2023,0.3535470167795817,0.20637830098470053
Nationally Determined Contributions (NDCs),China,China,CHN,2023,0.14400309044867757,-0.21279780069986978
Nationally Determined Contributions (NDCs),Croatia,Croatia,HRV,2023,0.6403283675511678,0.30918435255686444
Nationally Determined Contributions (NDCs),Czech Republic,Czech Republic,CZE,2023,0.42190730571746826,0.5342122912406921
Nationally Determined Contributions (NDCs),Denmark,Denmark,DNK,2023,0.2659718741973241,0.013877669970194434
Nationally Determined Contributions (NDCs),Egypt,Egypt,EGY,2023,0.7770252227783203,0.4956028461456299
Nationally Determined Contributions (NDCs),Estonia,Estonia,EST,2023,0.8410376707712809,0.035639166831970166
Nationally Determined Contributions (NDCs),Finland,Finland,FIN,2023,0.26407315333684284,0.06772136688232416
Nationally Determined Contributions (NDCs),France,France,FRA,2023,0.20686244964599607,-0.041427810986836726
Nationally Determined Contributions (NDCs),Germany,Germany,DEU,2023,0.4384779731432597,-0.03644740581512446
Nationally Determined Contributions (NDCs),Greece,Greece,GRC,2023,0.41642932857697207,0.15174945195515951
Nationally Determined Contributions (NDCs),Hong Kong,Hong Kong,HKG,2023,0.05230522155761713,0.5353285471598307
Nationally Determined Contributions (NDCs),Hungary,Hungary,HUN,2023,0.43921550114949537,0.6608275771141052
Nationally Determined Contributions (NDCs),India,India,IND,2023,0.36681699752807617,0.45087488492329914
Nationally Determined Contributions (NDCs),Indonesia,Indonesia,IDN,2023,0.4094911615053813,0.4753764073053996
Nationally Determined Contributions (NDCs),Ireland,Ireland,IRL,2023,0.3525223731994629,-0.19776189327239987
Nationally Determined Contributions (NDCs),Italy,Italy,ITA,2023,0.5411298473676044,0.0859415928522746
Nationally Determined Contributions (NDCs),Japan,Japan,JPN,2023,0.4004884163538615,-0.17484323183695474
Nationally Determined Contributions (NDCs),Latvia,Latvia,LVA,2023,0.6159849762916564,0.0134096542994181
Nationally Determined Contributions (NDCs),Lithuania,Lithuania,LTU,2023,0.5234193603197735,0.09267866611480709
Nationally Determined Contributions (NDCs),Malaysia,Malaysia,MYS,2023,0.10040440162022908,0.3643135627110799
Nationally Determined Contributions (NDCs),Mexico,Mexico,MEX,2023,0.3843666712443034,0.4196065664291382
Nationally Determined Contributions (NDCs),Netherlands,Netherlands,NLD,2023,0.27807319164276123,-0.054713209470113065
Nationally Determined Contributions (NDCs),New Zealand,New Zealand,NZL,2023,0.6734273036321002,0.23201801379521692
Nationally Determined Contributions (NDCs),Norway,Norway,NOR,2023,0.18873381614685059,0.01746948560078933
Nationally Determined Contributions (NDCs),Poland,Poland,POL,2023,0.3807113965352376,0.3878755370775859
Nationally Determined Contributions (NDCs),Portugal,Portugal,PRT,2023,0.31230272849400836,-3.826618194585629e-05
Nationally Determined Contributions (NDCs),Romania,Romania,ROU,2023,0.3398527304331462,0.0694152514139811
Nationally Determined Contributions (NDCs),Russia,Russia,RUS,2023,0.3907963236172994,0.002298573652903233
Nationally Determined Contributions (NDCs),Singapore,Singapore,SGP,2023,0.15241046746571857,0.5459703306357065
Nationally Determined Contributions (NDCs),Slovakia,Slovakia,SVK,2023,0.579527775446574,0.24130658308664957
Nationally Determined Contributions (NDCs),Slovenia,Slovenia,SVN,2023,0.7007521390914917,0.24998815854390463
Nationally Determined Contributions (NDCs),South Africa,South Africa,ZAF,2023,0.2569482723871867,0.17452128728230798
Nationally Determined Contributions (NDCs),South Korea,South Korea,KOR,2023,0.6804695328076681,0.32925991217295325
Nationally Determined Contributions (NDCs),Spain,Spain,ESP,2023,0.3720173239707947,0.017214298248291033
Nationally Determined Contributions (NDCs),Sweden,Sweden,SWE,2023,0.3103884855906169,-0.10872892538706459
Nationally Determined Contributions (NDCs),Switzerland,Switzerland,CHE,2023,0.26544687151908875,0.22785948713620505
Nationally Determined Contributions (NDCs),Taiwan,Taiwan,TWN,2023,0.31184568007787067,0.4005738099416096
Nationally Determined Contributions (NDCs),Turkey,Turkey,TUR,2023,0.44750086466471345,0.3302585283915202
Nationally Determined Contributions (NDCs),United Kingdom,United Kingdom,GBR,2023,0.6635846296946206,0.1775266925493876
Nationally Determined Contributions (NDCs),United States,United States,USA,2023,0.8021877606709799,-0.008511781692504833
Nationally Determined Contributions (NDCs),Viet Nam,Viet Nam,VNM,2023,0.4537004828453064,0.5331436991691589
Net Zero 2050,Argentina,Argentina,ARG,2023,-0.3959032694498698,0.2899608612060547
Net Zero 2050,Australia,Australia,AUS,2023,0.0008052190144857002,-0.12590853373209634
Net Zero 2050,Austria,Austria,AUT,2023,0.6304652690887452,0.017542997996012333
Net Zero 2050,Belgium,Belgium,BEL,2023,0.37641632556915283,-0.3072553078333537
Net Zero 2050,Brazil,Brazil,BRA,2023,0.02006856600443524,0.46616633733113605
Net Zero 2050,Bulgaria,Bulgaria,BGR,2023,1.5855922003587086,0.17678089936574296
Net Zero 2050,Canada,Canada,CAN,2023,0.40368543068567914,0.18269991874694824
Net Zero 2050,Chile,Chile,CHL,2023,0.08564543724060054,0.169866402943929
Net Zero 2050,China,China,CHN,2023,1.7911730691169698,-0.5838437080383301
Net Zero 2050,Croatia,Croatia,HRV,2023,1.0130420525868733,0.22822415828704834
Net Zero 2050,Czech Republic,Czech Republic,CZE,2023,0.513027270634969,0.4633187452952067
Net Zero 2050,Denmark,Denmark,DNK,2023,0.3056538899739583,-0.017241517702738466
Net Zero 2050,Egypt,Egypt,EGY,2023,2.9481166203816733,0.3578234513600668
Net Zero 2050,Estonia,Estonia,EST,2023,1.3163657585779824,0.003119349479675265
Net Zero 2050,Finland,Finland,FIN,2023,0.3533279101053874,0.04025022188822423
Net Zero 2050,France,France,FRA,2023,0.16691954930623376,-0.0786019961039225
Net Zero 2050,Germany,Germany,DEU,2023,0.5939773718516033,-0.022150595982869434
Net Zero 2050,Greece,Greece,GRC,2023,0.5963993500918149,-0.0011065800984700707
Net Zero 2050,Hong Kong,Hong Kong,HKG,2023,0.8628243207931519,0.29074716567993164
Net Zero 2050,Hungary,Hungary,HUN,2023,0.35461727778116864,0.5590042471885681
Net Zero 2050,India,India,IND,2023,0.43721163272857666,0.4228358268737793
Net Zero 2050,Indonesia,Indonesia,IDN,2023,0.03526165088017783,0.4365815321604411
Net Zero 2050,Ireland,Ireland,IRL,2023,0.2575985590616862,-0.1631153623263041
Net Zero 2050,Italy,Italy,ITA,2023,0.7589401205380758,0.013330896695454902
Net Zero 2050,Japan,Japan,JPN,2023,0.6335328420003257,-0.35618332028388977
Net Zero 2050,Latvia,Latvia,LVA,2023,1.1076854864756267,-0.04244565963745117
Net Zero 2050,Lithuania,Lithuania,LTU,2023,0.6951594948768616,0.025071819623311332
Net Zero 2050,Malaysia,Malaysia,MYS,2023,-1.1063095865150292,0.14707511663436887
Net Zero 2050,Mexico,Mexico,MEX,2023,0.377718726793925,0.38615508874257404
Net Zero 2050,Netherlands,Netherlands,NLD,2023,0.3643433252970378,-0.07786271969477333
Net Zero 2050,New Zealand,New Zealand,NZL,2023,0.34021520614624023,0.19814580678939817
Net Zero 2050,Norway,Norway,NOR,2023,0.36152394612630206,0.013919333616892467
Net Zero 2050,Poland,Poland,POL,2023,0.3963929414749146,0.3062644799550374
Net Zero 2050,Portugal,Portugal,PRT,2023,0.4009148081143697,-0.1809455156326294
Net Zero 2050,Romania,Romania,ROU,2023,0.3604050079981486,-0.005062063535054534
Net Zero 2050,Russia,Russia,RUS,2023,1.1037562290827434,0.0019802252451578684
Net Zero 2050,Singapore,Singapore,SGP,2023,1.0037092765172322,0.1658680538336436
Net Zero 2050,Slovakia,Slovakia,SVK,2023,1.0310039122899373,0.1677774985631307
Net Zero 2050,Slovenia,Slovenia,SVN,2023,0.9331010580062866,0.2179212967554728
Net Zero 2050,South Africa,South Africa,ZAF,2023,0.32921167214711505,0.09942340850830073
Net Zero 2050,South Korea,South Korea,KOR,2023,0.47020117441813153,0.2668880224227905
Net Zero 2050,Spain,Spain,ESP,2023,0.5202602942784627,-0.06589778264363604
Net Zero 2050,Sweden,Sweden,SWE,2023,0.451724648475647,-0.18455588817596436
Net Zero 2050,Switzerland,Switzerland,CHE,2023,0.24963922301928199,0.21887941161791488
Net Zero 2050,Taiwan,Taiwan,TWN,2023,0.061776568492253624,0.36851630608240765
Net Zero 2050,Turkey,Turkey,TUR,2023,-0.12558460235595703,0.31926767031351727
Net Zero 2050,United Kingdom,United Kingdom,GBR,2023,1.0823159615198772,0.16337122519810995
Net Zero 2050,United States,United States,USA,2023,1.6905381679534912,-0.04458512862523397
Net Zero 2050,Viet Nam,Viet Nam,VNM,2023,2.303832530975342,0.3364893396695455
Below 2C,Argentina,Argentina,ARG,2024,-0.13456217447916666,0.19773046175638834
Below 2C,Australia,Australia,AUS,2024,0.12944561243057254,0.04564813772837314
Below 2C,Austria,Austria,AUT,2024,0.0810197591781616,0.07283620039621984
Below 2C,Belgium,Belgium,BEL,2024,0.06890707214673354,-0.10176773866017659
Below 2C,Brazil,Brazil,BRA,2024,0.02407924334208167,0.35958731174468994
Below 2C,Bulgaria,Bulgaria,BGR,2024,0.06834014256795243,0.20649743080139157
Below 2C,Canada,Canada,CAN,2024,0.08119815587997437,0.510094960530599
Below 2C,Chile,Chile,CHL,2024,-0.10475947459538774,0.15317205588022867
Below 2C,China,China,CHN,2024,0.7706851909557977,-0.3844352960586548
Below 2C,Croatia,Croatia,HRV,2024,0.12181641658147176,0.2069391409556071
Below 2C,Czech Republic,Czech Republic,CZE,2024,-0.0211683710416158,0.6018854777018229
Below 2C,Denmark,Denmark,DNK,2024,0.04516214629014333,0.07400457064310707
Below 2C,Egypt,Egypt,EGY,2024,1.101545333862305,0.26763466993967694
Below 2C,Estonia,Estonia,EST,2024,0.05227647225062052,0.052519917488098096
Below 2C,Finland,Finland,FIN,2024,-0.033314178387324,0.17441527048746744
Below 2C,France,France,FRA,2024,0.09285177787144973,-0.0643554131189982
Below 2C,Germany,Germany,DEU,2024,0.0801204442977905,0.031660278638203865
Below 2C,Greece,Greece,GRC,2024,0.0472273627916972,0.4078973929087321
Below 2C,Hong Kong,Hong Kong,HKG,2024,0.31545792023340863,0.28663484255472826
Below 2C,Hungary,Hungary,HUN,2024,-0.06291230519612627,0.7088028192520142
Below 2C,India,India,IND,2024,-0.0037968953450520666,0.31081374486287433
Below 2C,Indonesia,Indonesia,IDN,2024,-0.07793919245402016,0.32115058104197186
Below 2C,Ireland,Ireland,IRL,2024,0.20153758923212686,-0.13190162181854248
Below 2C,Italy,Italy,ITA,2024,0.06041042009989423,0.21369691689809164
Below 2C,Japan,Japan,JPN,2024,0.12692874670028687,-0.00031364957491556805
Below 2C,Latvia,Latvia,LVA,2024,0.10416922966639199,0.033149560292561796
Below 2C,Lithuania,Lithuania,LTU,2024,0.05275463064511617,0.08573218186696367
Below 2C,Malaysia,Malaysia,MYS,2024,-0.19366976618766785,0.27352644999821984
Below 2C,Mexico,Mexico,MEX,2024,0.11914292971293133,0.26053794225056964
Below 2C,Netherlands,Netherlands,NLD,2024,0.0398737589518229,0.03963287671407063
Below 2C,New Zealand,New Zealand,NZL,2024,0.003993610541025767,0.15802256266276044
Below 2C,Norway,Norway,NOR,2024,0.032760262489318834,0.03311324119567867
Below 2C,Poland,Poland,POL,2024,-0.030037323633829768,0.42096851269404095
Below 2C,Portugal,Portugal,PRT,2024,0.012769063313802067,0.14308710892995194
Below 2C,Romania,Romania,ROU,2024,0.001838723818461098,0.10097908973693848
Below 2C,Russia,Russia,RUS,2024,0.12599269549051917,0.08176157871882117
Below 2C,Singapore,Singapore,SGP,2024,0.39510547121365863,0.262846847375234
Below 2C,Slovakia,Slovakia,SVK,2024,0.024733722209930403,0.18462598323822021
Below 2C,Slovenia,Slovenia,SVN,2024,0.14571752150853473,0.16953182220458987
Below 2C,South Africa,South Africa,ZAF,2024,-0.015012621879577635,0.25164794921875
Below 2C,South Korea,South Korea,KOR,2024,-0.1504703362782796,0.25080800056457514
Below 2C,Spain,Spain,ESP,2024,0.0682641863822937,0.0996885299682617
Below 2C,Sweden,Sweden,SWE,2024,0.06956283251444496,0.0272538661956787
Below 2C,Switzerland,Switzerland,CHE,2024,0.02972971896330517,0.15298624833424887
Below 2C,Taiwan,Taiwan,TWN,2024,-0.0256006121635437,0.26039654016494757
Below 2C,Turkey,Turkey,TUR,2024,-0.034837404886881466,0.21498545010884604
Below 2C,United Kingdom,United Kingdom,GBR,2024,0.39182443420092267,0.28440527121225995
Below 2C,United States,United States,USA,2024,0.4235636790593465,0.12120781342188518
Below 2C,Viet Nam,Viet Nam,VNM,2024,0.5794815172751745,0.2676547169685364
Delayed transition,Argentina,Argentina,ARG,2024,0.1571413675944011,0.17951885859171549
Delayed transition,Australia,Australia,AUS,2024,0.033021708329518604,0.0046303272247314
Delayed transition,Austria,Austria,AUT,2024,0.017053703467051134,0.025212049484252902
Delayed transition,Belgium,Belgium,BEL,2024,0.043870528539021764,-0.14572413762410483
Delayed transition,Brazil,Brazil,BRA,2024,0.08974963426589962,0.3193689187367757
Delayed transition,Bulgaria,Bulgaria,BGR,2024,0.04737742741902664,0.15971259276072183
Delayed transition,Canada,Canada,CAN,2024,-0.16351612408955893,0.34040339787801105
Delayed transition,Chile,Chile,CHL,2024,0.03461098670959467,0.12516005833943686
Delayed transition,China,China,CHN,2024,0.17374361182252565,-0.31537946065266925
Delayed transition,Croatia,Croatia,HRV,2024,0.0459550221761067,0.18383741378784182
Delayed transition,Czech Republic,Czech Republic,CZE,2024,0.022037764390309602,0.5585239132245382
Delayed transition,Denmark,Denmark,DNK,2024,0.03270402550697323,0.0012929836908976
Delayed transition,Egypt,Egypt,EGY,2024,0.04490788777669267,0.3070875406265259
Delayed transition,Estonia,Estonia,EST,2024,0.0087960561116536,-0.0009149312973022334
Delayed transition,Finland,Finland,FIN,2024,-0.06092895070711766,0.1329444646835327
Delayed transition,France,France,FRA,2024,0.07676128546396886,-0.12331259250640868
Delayed transition,Germany,Germany,DEU,2024,0.052457749843597364,-0.017265578111012734
Delayed transition,Greece,Greece,GRC,2024,-0.019859810670216832,0.46844132741292316
Delayed transition,Hong Kong,Hong Kong,HKG,2024,0.0342335700988769,0.2889222701390584
Delayed transition,Hungary,Hungary,HUN,2024,0.030270973841349233,0.673107385635376
Delayed transition,India,India,IND,2024,0.02398304144541417,0.2785967191060384
Delayed transition,Indonesia,Indonesia,IDN,2024,0.0335673888524373,0.2810755968093872
Delayed transition,Ireland,Ireland,IRL,2024,0.17881536483764646,-0.15521558125813803
Delayed transition,Italy,Italy,ITA,2024,-0.006116598844528133,0.18458052476247153
Delayed transition,Japan,Japan,JPN,2024,0.0358561476071675,0.07082665959993993
Delayed transition,Latvia,Latvia,LVA,2024,0.049003640810648535,0.010155479113260866
